"HS ID","Produto","CNAE ID","Atividade Econômica"
157612,"Reservatórios de alumínio pequenos","c25918","Fabricação de embalagens metálicas"
157613,"Recipientes de alumínio para gases","c25217","Fabricação de tanques e caldeiras para aquecimento central"
157614,"Cabos não isolados de alumínio","c25926","Fabricação de produtos de trefilados de metal"
157615,"Utensílios domésticos de alumínio","c25926","Fabricação de produtos de trefilados de metal"
157615,"Utensílios domésticos de alumínio","c25934","Fabricação de artigos de metal para uso doméstico"
157616,"Outros artefatos de alumínio","c24521","Fundição de metais não-ferrosos e suas ligas"
157616,"Outros artefatos de alumínio","c25926","Fabricação de produtos de trefilados de metal"
157801,"Chumbo bruto","c24491","Metalurgia de outros metais não-ferrosos e suas ligas"
157802,"Resíduos de chumbo","c24491","Metalurgia de outros metais não-ferrosos e suas ligas"
157804,"Chapas e placas de chumbo","c24491","Metalurgia de outros metais não-ferrosos e suas ligas"
157806,"Outros artefatos de chumbo","c24491","Metalurgia de outros metais não-ferrosos e suas ligas"
157806,"Outros artefatos de chumbo","c25314","Produção de aço e de metais não-ferrosos e suas ligas"
157901,"Zinco bruto","c24491","Metalurgia de outros metais não-ferrosos e suas ligas"
157902,"Resíduos de zinco","c24491","Metalurgia de outros metais não-ferrosos e suas ligas"
157903,"Pó e escamas de zinco","c24491","Metalurgia de outros metais não-ferrosos e suas ligas"
157904,"Barras e perfis de zinco","c24491","Metalurgia de outros metais não-ferrosos e suas ligas"
157905,"Chapas e placas de zinco","c24491","Metalurgia de outros metais não-ferrosos e suas ligas"
157907,"Outros artefatos de zinco","c24491","Metalurgia de outros metais não-ferrosos e suas ligas"
157907,"Outros artefatos de zinco","c25314","Produção de aço e de metais não-ferrosos e suas ligas"
158001,"Estanho bruto","c24491","Metalurgia de outros metais não-ferrosos e suas ligas"
158002,"Resíduos de estanho","c24491","Metalurgia de outros metais não-ferrosos e suas ligas"
158003,"Barras e perfis de estanho","c24491","Metalurgia de outros metais não-ferrosos e suas ligas"
158007,"Outros artefatos de estanho","c24491","Metalurgia de outros metais não-ferrosos e suas ligas"
158007,"Outros artefatos de estanho","c25314","Produção de aço e de metais não-ferrosos e suas ligas"
158101,"Tungstênio e produtos","a01211","Horticultura"
158101,"Tungstênio e produtos","c24491","Metalurgia de outros metais não-ferrosos e suas ligas"
158102,"Molibdênio e produtos","a01334","Cultivo de frutas de lavoura permanente"
158102,"Molibdênio e produtos","c24491","Metalurgia de outros metais não-ferrosos e suas ligas"
158103,"Tântalo e produtos","c24491","Metalurgia de outros metais não-ferrosos e suas ligas"
158104,"Magnésio e produtos","a01334","Cultivo de frutas de lavoura permanente"
158104,"Magnésio e produtos","c24491","Metalurgia de outros metais não-ferrosos e suas ligas"
158105,"Cobalto e produtos","a01334","Cultivo de frutas de lavoura permanente"
158105,"Cobalto e produtos","c24491","Metalurgia de outros metais não-ferrosos e suas ligas"
158106,"Bismuto e produtos","a01334","Cultivo de frutas de lavoura permanente"
158106,"Bismuto e produtos","c24491","Metalurgia de outros metais não-ferrosos e suas ligas"
158107,"Cádmio e produtos","c24491","Metalurgia de outros metais não-ferrosos e suas ligas"
158108,"Titânio e produtos","c24491","Metalurgia de outros metais não-ferrosos e suas ligas"
158109,"Zircônio e produtos","a01334","Cultivo de frutas de lavoura permanente"
158109,"Zircônio e produtos","c24491","Metalurgia de outros metais não-ferrosos e suas ligas"
158110,"Antimônio e produtos","c24491","Metalurgia de outros metais não-ferrosos e suas ligas"
158111,"Manganês e produtos","c10317","Fabricação de conservas de frutas"
158111,"Manganês e produtos","c24491","Metalurgia de outros metais não-ferrosos e suas ligas"
158112,"Outros metais e produtos","c10317","Fabricação de conservas de frutas"
158112,"Outros metais e produtos","c24491","Metalurgia de outros metais não-ferrosos e suas ligas"
158113,"Ceramais e produtos","c24491","Metalurgia de outros metais não-ferrosos e suas ligas"
158201,"Ferramentas para jardinagem","c25438","Fabricação de ferramentas"
158202,"Serras manuais","c25438","Fabricação de ferramentas"
158203,"Ferramentas manuais","c25438","Fabricação de ferramentas"
158204,"Chaves de porcas manuais","c25438","Fabricação de ferramentas"
158205,"Outras ferramentas manuais","c25438","Fabricação de ferramentas"
158205,"Outras ferramentas manuais","c25934","Fabricação de artigos de metal para uso doméstico"
158206,"Conjuntos de ferramentas manuais","c25438","Fabricação de ferramentas"
158207,"Ferramentas manuais intercambiáveis","c25438","Fabricação de ferramentas"
158208,"Facas e lâminas cortantes","c25438","Fabricação de ferramentas"
158209,"Plaquetas para ferramentas","c25438","Fabricação de ferramentas"
158211,"Facas","c25411","Fabricação de artigos de cutelaria"
158211,"Facas","c25438","Fabricação de ferramentas"
158212,"Navalhas e lâminas de barbear","c25411","Fabricação de artigos de cutelaria"
158213,"Tesouras","c25411","Fabricação de artigos de cutelaria"
158214,"Outros artigos de cutelaria","c25411","Fabricação de artigos de cutelaria"
158215,"Conjuntos de artigos de cutelaria","c25411","Fabricação de artigos de cutelaria"
158301,"Cadeados","c25420","Fabricação de artigos de serralheria"
158302,"Ferragens e semelhantes","c25420","Fabricação de artigos de serralheria"
158302,"Ferragens e semelhantes","c25993","Fabricação de outros produtos de metal"
158303,"Cofres-fortes","c25993","Fabricação de outros produtos de metal"
158304,"Fichários e semelhantes","c25993","Fabricação de outros produtos de metal"
158305,"Artigos de metais para escritório","c25993","Fabricação de outros produtos de metal"
158306,"Sinos","c25993","Fabricação de outros produtos de metal"
158307,"Tubos flexíveis de metais","c24393","Produção de outros tubos de ferro e aço"
158308,"Outros acessórios para tubos de metais","c32990","Fabricação de produtos diversos"
158309,"Rolhas e semelhantes de metais","c25918","Fabricação de embalagens metálicas"
158310,"Placas sinalizadores de metais","c25993","Fabricação de outros produtos de metal"
158311,"Fios revestidos e semelhantes de metais","c24491","Metalurgia de outros metais não-ferrosos e suas ligas"
168401,"Reatores nucleares","c20193","Fabricação de outros produtos químicos inorgânicos"
168401,"Reatores nucleares","c25225","Fabricação de caldeiras geradoras de vapor"
168401,"Reatores nucleares","c28691","Fabricação de outras máquinas e equipamentos para uso industrial específico"
168402,"Caldeiras de vapor","c25225","Fabricação de caldeiras geradoras de vapor"
168403,"Caldeiras para aquecimento central","c25217","Fabricação de tanques e caldeiras para aquecimento central"
168404,"Aparelhos auxiliares para caldeiras","c25217","Fabricação de tanques e caldeiras para aquecimento central"
168404,"Aparelhos auxiliares para caldeiras","c25225","Fabricação de caldeiras geradoras de vapor"
168405,"Geradores de gás de ar ou água","c28291","Fabricação de máquinas e equipamentos de uso geral"
168406,"Turbinas a vapor","c28119","Fabricação de motores e turbinas"
168407,"Motores de ignição por centelha","c28119","Fabricação de motores e turbinas"
168407,"Motores de ignição por centelha","c29107","Fabricação de automóveis, camionetas e utilitários"
168407,"Motores de ignição por centelha","c30423","Fabricação de turbinas, motores e peças para aeronaves"
168408,"Motores de ignição por compressão","c28119","Fabricação de motores e turbinas"
168409,"Peças para motores","c28119","Fabricação de motores e turbinas"
168409,"Peças para motores","c29417","Fabricação de peças e acessórios para o sistema motor de automóveis"
168409,"Peças para motores","c29450","Fabricação de material elétrico e eletrônico para automóveis"
168409,"Peças para motores","c30423","Fabricação de turbinas, motores e peças para aeronaves"
168410,"Turbinas hidráulicas","c28119","Fabricação de motores e turbinas"
168411,"Turbinas a gás","c28119","Fabricação de motores e turbinas"
168411,"Turbinas a gás","c30423","Fabricação de turbinas, motores e peças para aeronaves"
168412,"Outros motores","c28127","Fabricação de equipamentos hidráulicos e pneumáticos"
168412,"Outros motores","c30423","Fabricação de turbinas, motores e peças para aeronaves"
168413,"Bombas para líquidos","c28127","Fabricação de equipamentos hidráulicos e pneumáticos"
168413,"Bombas para líquidos","c29417","Fabricação de peças e acessórios para o sistema motor de automóveis"
168414,"Bombas de ar","c27597","Fabricação de outros aparelhos eletrodomésticos"
168414,"Bombas de ar","c28127","Fabricação de equipamentos hidráulicos e pneumáticos"
168414,"Bombas de ar","c28143","Fabricação de compressores"
168414,"Bombas de ar","c28232","Fabricação de máquinas de refrigeração e ventilação"
168415,"Condicionadores de ar","c28241","Fabricação de equipamentos de ar condicionado"
168416,"Fornalhas de combustíveis líquidos","c28216","Fabricação de equipamentos para instalações térmicas"
168417,"Fornos industriais","c28216","Fabricação de equipamentos para instalações térmicas"
168417,"Fornos industriais","c28623","Fabricação de máquinas para as indústrias de alimentos, bebidas e fumo"
168418,"Refrigeradores","c27511","Fabricação de fogões, refrigeradores e máquinas de lavar e secar"
168418,"Refrigeradores","c28232","Fabricação de máquinas de refrigeração e ventilação"
168419,"Outros maquinários de aquecimento","c27597","Fabricação de outros aparelhos eletrodomésticos"
168419,"Outros maquinários de aquecimento","c28216","Fabricação de equipamentos para instalações térmicas"
168419,"Outros maquinários de aquecimento","c28232","Fabricação de máquinas de refrigeração e ventilação"
168419,"Outros maquinários de aquecimento","c28291","Fabricação de máquinas e equipamentos de uso geral"
168419,"Outros maquinários de aquecimento","c28623","Fabricação de máquinas para as indústrias de alimentos, bebidas e fumo"
168419,"Outros maquinários de aquecimento","c28631","Fabricação de máquinas para a indústria têxtil"
168419,"Outros maquinários de aquecimento","c28658","Fabricação de máquinas para as indústrias de papel e celulose"
168419,"Outros maquinários de aquecimento","c32507","Fabricação de instrumentos e materiais para uso médico"
168420,"Máquinas laminadoras","c28691","Fabricação de outras máquinas e equipamentos para uso industrial específico"
168421,"Centrífugas","c26604","Fabricação de aparelhos eletromédicos e eletroterapêuticos"
168421,"Centrífugas","c28291","Fabricação de máquinas e equipamentos de uso geral"
168421,"Centrífugas","c28640","Fabricação de máquinas para as indústrias do vestuário, do couro e de calçados"
168421,"Centrífugas","c29492","Fabricação de outras peças e acessórios para automóveis"
168422,"Máquinas lavadoras e envasadoras","c27511","Fabricação de fogões, refrigeradores e máquinas de lavar e secar"
168422,"Máquinas lavadoras e envasadoras","c28291","Fabricação de máquinas e equipamentos de uso geral"
168423,"Balanças","c28291","Fabricação de máquinas e equipamentos de uso geral"
168424,"Máquinas para pulverização","c28291","Fabricação de máquinas e equipamentos de uso geral"
168424,"Máquinas para pulverização","c28330","Fabricação de máquinas para a agropecuária"
168425,"Sistemas de polias","c28224","Fabricação de máquinas para transporte de cargas e pessoas"
168426,"Guindastes","c28224","Fabricação de máquinas para transporte de cargas e pessoas"
168427,"Empilhadeiras","c28224","Fabricação de máquinas para transporte de cargas e pessoas"
168428,"Outros maquinários para elevação","c28224","Fabricação de máquinas para transporte de cargas e pessoas"
168428,"Outros maquinários para elevação","c28526","Fabricação de outros equipamentos para uso na extração mineral"
168429,"Veículos de grande porte para construção","c28542","Fabricação de máquinas para terraplenagem"
168430,"Outros veículos para construção","c28518","Fabricação de equipamentos para a extração de petróleo"
168430,"Outros veículos para construção","c28526","Fabricação de outros equipamentos para uso na extração mineral"
168430,"Outros veículos para construção","c28542","Fabricação de máquinas para terraplenagem"
168431,"Maquinário para escavação","c28224","Fabricação de máquinas para transporte de cargas e pessoas"
168431,"Maquinário para escavação","c28518","Fabricação de equipamentos para a extração de petróleo"
168431,"Maquinário para escavação","c28542","Fabricação de máquinas para terraplenagem"
168432,"Maquinário para preparação do solo","c28330","Fabricação de máquinas para a agropecuária"
168433,"Colheitadeiras","c28330","Fabricação de máquinas para a agropecuária"
168434,"Maquinários para derivados do leite","c28330","Fabricação de máquinas para a agropecuária"
168434,"Maquinários para derivados do leite","c28623","Fabricação de máquinas para as indústrias de alimentos, bebidas e fumo"
168435,"Maquinários para processamento de frutas","c28623","Fabricação de máquinas para as indústrias de alimentos, bebidas e fumo"
168436,"Outros maquinários agropecuários","c28330","Fabricação de máquinas para a agropecuária"
168437,"Moinhos","c28330","Fabricação de máquinas para a agropecuária"
168437,"Moinhos","c28623","Fabricação de máquinas para as indústrias de alimentos, bebidas e fumo"
168438,"Outros maquinários para alimentos","c28623","Fabricação de máquinas para as indústrias de alimentos, bebidas e fumo"
168439,"Máquinas para produção de papel","c28658","Fabricação de máquinas para as indústrias de papel e celulose"
168440,"Máquinas para encadernação de livros","c28691","Fabricação de outras máquinas e equipamentos para uso industrial específico"
168441,"Outros maquinários para papel","c28658","Fabricação de máquinas para as indústrias de papel e celulose"
168442,"Maquinários da produção gráfica","c18211","Serviços de pré-impressão"
168442,"Maquinários da produção gráfica","c28691","Fabricação de outras máquinas e equipamentos para uso industrial específico"
168443,"Impressoras industriais","c26108","Fabricação de componentes eletrônicos"
168443,"Impressoras industriais","c26221","Fabricação de periféricos para equipamentos de informática"
168443,"Impressoras industriais","c26311","Fabricação de equipamentos transmissores de comunicação"
168443,"Impressoras industriais","c28291","Fabricação de máquinas e equipamentos de uso geral"
168443,"Impressoras industriais","c28691","Fabricação de outras máquinas e equipamentos para uso industrial específico"
168444,"Maquinários para têxteis artificiais","c28631","Fabricação de máquinas para a indústria têxtil"
168445,"Maquinários para fibras têxteis","c28631","Fabricação de máquinas para a indústria têxtil"
168446,"Teares","c28631","Fabricação de máquinas para a indústria têxtil"
168447,"Máquinas de tricô","c28631","Fabricação de máquinas para a indústria têxtil"
168448,"Acessórios de máquinas de tricô","c28631","Fabricação de máquinas para a indústria têxtil"
168449,"Maquinários para feltros","c28631","Fabricação de máquinas para a indústria têxtil"
168450,"Máquinas de lavar domésticas","c27511","Fabricação de fogões, refrigeradores e máquinas de lavar e secar"
168450,"Máquinas de lavar domésticas","c28640","Fabricação de máquinas para as indústrias do vestuário, do couro e de calçados"
168451,"Máquinas para processamento de têxteis","c27511","Fabricação de fogões, refrigeradores e máquinas de lavar e secar"
168451,"Máquinas para processamento de têxteis","c28631","Fabricação de máquinas para a indústria têxtil"
168451,"Máquinas para processamento de têxteis","c28640","Fabricação de máquinas para as indústrias do vestuário, do couro e de calçados"
168452,"Máquinas de costurar","c28640","Fabricação de máquinas para as indústrias do vestuário, do couro e de calçados"
168453,"Maquinários para couro","c28640","Fabricação de máquinas para as indústrias do vestuário, do couro e de calçados"
168454,"Maquinários para fundição","c28615","Fabricação de máquinas para a indústria metalúrgica"
168455,"Laminadores de metais","c28615","Fabricação de máquinas para a indústria metalúrgica"
168456,"Máquinas para eliminação por laser","c28402","Fabricação de máquinas-ferramenta"
168457,"Máquinas para usinagem de metais","c28402","Fabricação de máquinas-ferramenta"
168458,"Tornos","c28402","Fabricação de máquinas-ferramenta"
168459,"Furadeiras","c28402","Fabricação de máquinas-ferramenta"
168460,"Máquinas de acabamento em metais","c28402","Fabricação de máquinas-ferramenta"
168461,"Máquinas de moldagem de metais","c28402","Fabricação de máquinas-ferramenta"
168462,"Máquinas de forja","c28402","Fabricação de máquinas-ferramenta"
168463,"Outras máquinas para metais","c28402","Fabricação de máquinas-ferramenta"
168464,"Máquinas para trabalhar pedras","c28402","Fabricação de máquinas-ferramenta"
168465,"Máquinas para trabalhar madeiras","c28402","Fabricação de máquinas-ferramenta"
168466,"Peças de máquinas para metais","c28402","Fabricação de máquinas-ferramenta"
168467,"Ferramentas para trabalhar motores","c28402","Fabricação de máquinas-ferramenta"
168468,"Maquinários e equipamentos de solda","c28402","Fabricação de máquinas-ferramenta"
168469,"Máquinas de escrever","c28291","Fabricação de máquinas e equipamentos de uso geral"
168470,"Calculadoras","c28291","Fabricação de máquinas e equipamentos de uso geral"
168471,"Discos para gravação de dados digitais","c26213","Fabricação de equipamentos de informática"
168471,"Discos para gravação de dados digitais","c26221","Fabricação de periféricos para equipamentos de informática"
168472,"Outras máquinas de escritório","c28291","Fabricação de máquinas e equipamentos de uso geral"
168473,"Peças para máquinas de escritório","c26108","Fabricação de componentes eletrônicos"
168473,"Peças para máquinas de escritório","c26221","Fabricação de periféricos para equipamentos de informática"
168473,"Peças para máquinas de escritório","c28291","Fabricação de máquinas e equipamentos de uso geral"
168474,"Maquinas para processar rochas","c28526","Fabricação de outros equipamentos para uso na extração mineral"
168474,"Maquinas para processar rochas","c28542","Fabricação de máquinas para terraplenagem"
168474,"Maquinas para processar rochas","c28691","Fabricação de outras máquinas e equipamentos para uso industrial específico"
168475,"Máquinas para trabalhar vidro","c28691","Fabricação de outras máquinas e equipamentos para uso industrial específico"
168476,"Máquinas de vendas automatizadas","c28291","Fabricação de máquinas e equipamentos de uso geral"
168477,"Máquinas para o processamento de borracha","c28666","Fabricação de máquinas para a indústria do plástico"
168477,"Máquinas para o processamento de borracha","c28691","Fabricação de outras máquinas e equipamentos para uso industrial específico"
168478,"Máquinas para processar tabaco","c28623","Fabricação de máquinas para as indústrias de alimentos, bebidas e fumo"
168479,"Outros maquinários","c28291","Fabricação de máquinas e equipamentos de uso geral"
168479,"Outros maquinários","c28402","Fabricação de máquinas-ferramenta"
168479,"Outros maquinários","c28542","Fabricação de máquinas para terraplenagem"
168479,"Outros maquinários","c28623","Fabricação de máquinas para as indústrias de alimentos, bebidas e fumo"
168479,"Outros maquinários","c28691","Fabricação de outras máquinas e equipamentos para uso industrial específico"
168479,"Outros maquinários","c30423","Fabricação de turbinas, motores e peças para aeronaves"
168480,"Caixas de fundição","c25438","Fabricação de ferramentas"
168481,"Válvulas","c28135","Fabricação de válvulas e registros"
168482,"Rolamentos de esferas","c28151","Fabricação de equipamentos de transmissão"
168483,"Transmissões","c28151","Fabricação de equipamentos de transmissão"
168484,"Juntas de vedação","c28151","Fabricação de equipamentos de transmissão"
168484,"Juntas de vedação","c28291","Fabricação de máquinas e equipamentos de uso geral"
168486,"Maquinário para semicondutores","c28691","Fabricação de outras máquinas e equipamentos para uso industrial específico"
168487,"Outras peças de maquinários","c25993","Fabricação de outros produtos de metal"
168487,"Outras peças de maquinários","c28291","Fabricação de máquinas e equipamentos de uso geral"
168501,"Motores elétricos","c27104","Fabricação de geradores e transformadores"
168502,"Geradores e conversores elétricos","c27104","Fabricação de geradores e transformadores"
168503,"Partes de motores elétricos","c27104","Fabricação de geradores e transformadores"
168504,"Transformadores elétricos","c27104","Fabricação de geradores e transformadores"
168504,"Transformadores elétricos","c27406","Fabricação de lâmpadas"
168504,"Transformadores elétricos","c27902","Fabricação de outros equipamentos e aparelhos elétricos"
168505,"Eletroímãs","c27902","Fabricação de outros equipamentos e aparelhos elétricos"
168506,"Baterias","c27210","Fabricação de pilhas e baterias"
168507,"Acumuladores elétricos","c27210","Fabricação de pilhas e baterias"
168508,"Aspiradores de pó","c27597","Fabricação de outros aparelhos eletrodomésticos"
168509,"Outros eletrodomésticos","c27597","Fabricação de outros aparelhos eletrodomésticos"
168510,"Máquinas para barba ou cabelo","c27597","Fabricação de outros aparelhos eletrodomésticos"
168511,"Aparelhos elétricos de ignição","c29450","Fabricação de material elétrico e eletrônico para automóveis"
168512,"Aparelhos elétricos de iluminação ou sinalização","c29450","Fabricação de material elétrico e eletrônico para automóveis"
168513,"Lanternas elétricas portáteis","c27406","Fabricação de lâmpadas"
168514,"Fornos elétricos industriais","c28216","Fabricação de equipamentos para instalações térmicas"
168515,"Máquinas elétricas a laser","c27902","Fabricação de outros equipamentos e aparelhos elétricos"
168515,"Máquinas elétricas a laser","c28402","Fabricação de máquinas-ferramenta"
168516,"Aquecedores elétricos","c27511","Fabricação de fogões, refrigeradores e máquinas de lavar e secar"
168516,"Aquecedores elétricos","c27597","Fabricação de outros aparelhos eletrodomésticos"
168517,"Telefones","c26108","Fabricação de componentes eletrônicos"
168517,"Telefones","c26311","Fabricação de equipamentos transmissores de comunicação"
168517,"Telefones","c26329","Fabricação de aparelhos telefônicos"
168518,"Microfones e fones de ouvido","c26400","Fabricação de aparelhos de áudio e vídeo"
168519,"Equipamentos de gravação de sons","c26329","Fabricação de aparelhos telefônicos"
168519,"Equipamentos de gravação de sons","c26400","Fabricação de aparelhos de áudio e vídeo"
168521,"Equipamento de gravação de vídeo","c26400","Fabricação de aparelhos de áudio e vídeo"
168522,"Acessórios de gravação de áudio e vídeo","c26400","Fabricação de aparelhos de áudio e vídeo"
168523,"Dispositivos para arquivamento de dados","c18121","Impressão de material de segurança"
168523,"Dispositivos para arquivamento de dados","c18300","Reprodução de materiais gravados"
168523,"Dispositivos para arquivamento de dados","c26108","Fabricação de componentes eletrônicos"
168523,"Dispositivos para arquivamento de dados","c26221","Fabricação de periféricos para equipamentos de informática"
168523,"Dispositivos para arquivamento de dados","c26809","Fabricação de mídias magnéticas e ópticas"
168523,"Dispositivos para arquivamento de dados","c27902","Fabricação de outros equipamentos e aparelhos elétricos"
168523,"Dispositivos para arquivamento de dados","j59201","Atividades de gravação de som e de edição de música"
168525,"Equipamentos de transmissão de rádio e TV","c26311","Fabricação de equipamentos transmissores de comunicação"
168525,"Equipamentos de transmissão de rádio e TV","c26400","Fabricação de aparelhos de áudio e vídeo"
168525,"Equipamentos de transmissão de rádio e TV","c26701","Fabricação de equipamentos e instrumentos ópticos"
168526,"Equipamentos de navegação","c26515","Fabricação de equipamentos de medida, teste e controle"
168527,"Receptores de rádio","c26400","Fabricação de aparelhos de áudio e vídeo"
168528,"Monitores e projetores","c26221","Fabricação de periféricos para equipamentos de informática"
168528,"Monitores e projetores","c26400","Fabricação de aparelhos de áudio e vídeo"
168529,"Acessórios para transmissão de rádio e TV","c26108","Fabricação de componentes eletrônicos"
168529,"Acessórios para transmissão de rádio e TV","c26311","Fabricação de equipamentos transmissores de comunicação"
168529,"Acessórios para transmissão de rádio e TV","c26400","Fabricação de aparelhos de áudio e vídeo"
168530,"Sinais de trânsito","c27902","Fabricação de outros equipamentos e aparelhos elétricos"
168531,"Alarmes sonoros","c27902","Fabricação de outros equipamentos e aparelhos elétricos"
168532,"Capacitores elétricos","c26108","Fabricação de componentes eletrônicos"
168533,"Resistências elétricas","c26108","Fabricação de componentes eletrônicos"
168534,"Placas de circuito impresso","c26108","Fabricação de componentes eletrônicos"
168535,"Aparatos de proteção de alta tensão","c27317","Fabricação de equipamentos para distribuição de energia elétrica"
168536,"Aparatos de proteção de baixa tensão","c26108","Fabricação de componentes eletrônicos"
168536,"Aparatos de proteção de baixa tensão","c26311","Fabricação de equipamentos transmissores de comunicação"
168536,"Aparatos de proteção de baixa tensão","c27325","Fabricação de material elétrico"
168537,"Quadros e painéis elétricos","c27317","Fabricação de equipamentos para distribuição de energia elétrica"
168538,"Peças de equipamentos elétricos","c26108","Fabricação de componentes eletrônicos"
168538,"Peças de equipamentos elétricos","c27317","Fabricação de equipamentos para distribuição de energia elétrica"
168539,"Filamentos elétricos","c27406","Fabricação de lâmpadas"
168540,"Tubos catódicos","c26108","Fabricação de componentes eletrônicos"
168541,"Dispositivos semicondutores","c26108","Fabricação de componentes eletrônicos"
168542,"Circuitos integrados","c26108","Fabricação de componentes eletrônicos"
168543,"Outros equipamentos elétricos","c27902","Fabricação de outros equipamentos e aparelhos elétricos"
168544,"Fio com isolamento","c26108","Fabricação de componentes eletrônicos"
168544,"Fio com isolamento","c27333","Fabricação de fios, cabos e condutores elétricos isolados"
168545,"Aparatos eletrônicos à base de carbono","c27902","Fabricação de outros equipamentos e aparelhos elétricos"
168546,"Isolantes elétricos","c23192","Fabricação de artigos de vidro"
168546,"Isolantes elétricos","c23494","Fabricação de outros produtos cerâmicos não-refratários"
168546,"Isolantes elétricos","c27902","Fabricação de outros equipamentos e aparelhos elétricos"
168547,"Peças isolantes de metal","c22293","Fabricação de outros artefatos de material plástico"
168547,"Peças isolantes de metal","c23494","Fabricação de outros produtos cerâmicos não-refratários"
168547,"Peças isolantes de metal","c27902","Fabricação de outros equipamentos e aparelhos elétricos"
168548,"Resíduos de baterias","c27902","Fabricação de outros equipamentos e aparelhos elétricos"
178601,"Locomotivas elétricas","c30318","Fabricação de locomotivas e vagões"
178602,"Outras locomotivas","c30318","Fabricação de locomotivas e vagões"
178603,"Litorinas","c30318","Fabricação de locomotivas e vagões"
178605,"Vagões de passageiros","c30318","Fabricação de locomotivas e vagões"
178606,"Vagões de carga","c30318","Fabricação de locomotivas e vagões"
178607,"Partes de veículos para vias férreas","c30326","Fabricação de peças e acessórios para veículos ferroviários"
178608,"Material fixo de vias férreas","c30326","Fabricação de peças e acessórios para veículos ferroviários"
178609,"Contêineres de carga","c29301","Fabricação de cabines, carrocerias e reboques"
178701,"Tratores","c28313","Fabricação de tratores agrícolas"
178701,"Tratores","c28534","Fabricação de tratores"
178701,"Tratores","c29204","Fabricação de caminhões e ônibus"
178702,"Ônibus","c29204","Fabricação de caminhões e ônibus"
178703,"Carros","c29107","Fabricação de automóveis, camionetas e utilitários"
178704,"Caminhões de carga","c28542","Fabricação de máquinas para terraplenagem"
178704,"Caminhões de carga","c29107","Fabricação de automóveis, camionetas e utilitários"
178704,"Caminhões de carga","c29204","Fabricação de caminhões e ônibus"
178705,"Veículos especiais","c29204","Fabricação de caminhões e ônibus"
178706,"Chassis para veículos","c29107","Fabricação de automóveis, camionetas e utilitários"
178706,"Chassis para veículos","c29204","Fabricação de caminhões e ônibus"
178707,"Carroçarias para veículos","c28313","Fabricação de tratores agrícolas"
178707,"Carroçarias para veículos","c29301","Fabricação de cabines, carrocerias e reboques"
178708,"Peças para veículos","c28313","Fabricação de tratores agrícolas"
178708,"Peças para veículos","c29417","Fabricação de peças e acessórios para o sistema motor de automóveis"
178708,"Peças para veículos","c29425","Fabricação de peças e acessórios para os sistemas de transmissão de automóveis"
178708,"Peças para veículos","c29441","Fabricação de peças e acessórios para o sistema de direção e suspensão de automóveis"
178708,"Peças para veículos","c29492","Fabricação de outras peças e acessórios para automóveis"
178709,"Veículos para transporte","c28224","Fabricação de máquinas para transporte de cargas e pessoas"
178710,"Tanques blindados","c30504","Fabricação de veículos militares de combate"
178711,"Motocicletas","c30911","Fabricação de motocicletas"
178713,"Cadeiras de rodas","c30920","Fabricação de bicicletas"
178714,"Peças para veículos de duas rodas","c30911","Fabricação de motocicletas"
178714,"Peças para veículos de duas rodas","c30920","Fabricação de bicicletas"
178715,"Carrinhos de bebê","c30920","Fabricação de bicicletas"
178716,"Trailers","c28330","Fabricação de máquinas para a agropecuária"
178716,"Trailers","c29301","Fabricação de cabines, carrocerias e reboques"
178716,"Trailers","c30997","Fabricação de outros equipamentos de transporte"
178801,"Balões e dirigíveis","c30415","Fabricação de aeronaves"
178802,"Aviões","c30415","Fabricação de aeronaves"
178803,"Peças de aeronaves","c30423","Fabricação de turbinas, motores e peças para aeronaves"
178804,"Paraquedas","c13545","Fabricação de tecidos especiais"
178805,"Aparelhos para lançamento de veículos aéreos","c30415","Fabricação de aeronaves"
178901,"Navios de cruzeiro","c30113","Construção de embarcações e estruturas flutuantes"
178903,"Iates","c30121","Construção de embarcações para esporte e lazer"
178904,"Rebocadores","c30113","Construção de embarcações e estruturas flutuantes"
178905,"Plataformas de perfuração","c30113","Construção de embarcações e estruturas flutuantes"
178906,"Outros transportes marítimos","c30113","Construção de embarcações e estruturas flutuantes"
178907,"Outras estruturas flutuantes","c30113","Construção de embarcações e estruturas flutuantes"
178908,"Embarcações a serem desmontadas","e38319","Recuperação de materiais metálicos"
189001,"Fibras ópticas","c26701","Fabricação de equipamentos e instrumentos ópticos"
189001,"Fibras ópticas","c27333","Fabricação de fios, cabos e condutores elétricos isolados"
189001,"Fibras ópticas","c32507","Fabricação de instrumentos e materiais para uso médico"
189002,"Espelhos e lentes","c26701","Fabricação de equipamentos e instrumentos ópticos"
189003,"Armações para óculos","c32507","Fabricação de instrumentos e materiais para uso médico"
189004,"Óculos para correção ou proteção","c32507","Fabricação de instrumentos e materiais para uso médico"
189005,"Binóculos e telescópios","c26701","Fabricação de equipamentos e instrumentos ópticos"
189006,"Câmeras fotográficas","c26701","Fabricação de equipamentos e instrumentos ópticos"
189006,"Câmeras fotográficas","c27406","Fabricação de lâmpadas"
189007,"Câmeras de vídeo","c26701","Fabricação de equipamentos e instrumentos ópticos"
189008,"Projetores de imagem","c26701","Fabricação de equipamentos e instrumentos ópticos"
189010,"Equipamentos de laboratório fotográfico","c26701","Fabricação de equipamentos e instrumentos ópticos"
