"HS ID","Produto","CNAE ID","Atividade Econômica"
"010305","Peixes secos, salgados ou em salmoura","c10201","Fabricação de produtos do pescado"
"021001","Trigo","a01113","Cultivo de cereais"
"021002","Centeio","a01113","Cultivo de cereais"
"021003","Cevada","a01113","Cultivo de cereais"
"021004","Aveia","a01113","Cultivo de cereais"
"021005","Milho","a01113","Cultivo de cereais"
"021006","Arroz","a01113","Cultivo de cereais"
"021006","Arroz","c10619","Fabricação de produtos do arroz"
"021007","Sorgo","a01113","Cultivo de cereais"
"021008","Trigo sarraceno","a01113","Cultivo de cereais"
"021102","Farinhas de cereais","c10643","Fabricação de farinha de milho e derivados"
"021102","Farinhas de cereais","c10694","Moagem e fabricação de outros produtos de origem vegetal"
"021103","Refeições e pelotas de cereais","c10619","Fabricação de produtos do arroz"
"021103","Refeições e pelotas de cereais","c10627","Moagem de trigo e fabricação de derivados"
"021103","Refeições e pelotas de cereais","c10643","Fabricação de farinha de milho e derivados"
"021104","Cereais processados","c10643","Fabricação de farinha de milho e derivados"
"021104","Cereais processados","c10694","Moagem e fabricação de outros produtos de origem vegetal"
"021105","Farinhas de batata","c10325","Fabricação de conservas de legumes e outros vegetais"
"021106","Farinhas de legumes","c10635","Fabricação de farinha de mandioca"
"021106","Farinhas de legumes","c10694","Moagem e fabricação de outros produtos de origem vegetal"
"021107","Malte","c11135","Fabricação de malte, cervejas e chopes"
"021108","Amidos ou féculas","c10651","Fabricação de amidos e óleos de milho"
"021109","Glúten de trigo","c10651","Fabricação de amidos e óleos de milho"
"021202","Amendoim","a01164","Cultivo de oleaginosas"
"021202","Amendoim","a01199","Cultivo de outras plantas de lavoura temporária"
"021202","Amendoim","c10317","Fabricação de conservas de frutas"
"021203","Copra","a01164","Cultivo de oleaginosas"
"021205","Canola","a01164","Cultivo de oleaginosas"
"021206","Sementes de girassol","a01164","Cultivo de oleaginosas"
"021207","Outras sementes oleaginosas","a01164","Cultivo de oleaginosas"
"021207","Outras sementes oleaginosas","a01211","Horticultura"
"021208","Farinhas de sementes oleaginosas","c10414","Fabricação de óleos vegetais em bruto"
"021209","Sementes para semeadura","a01199","Cultivo de outras plantas de lavoura temporária"
"021209","Sementes para semeadura","a01211","Horticultura"
"021210","Lúpulo","a01393","Cultivo de outras frutas de lavoura permanente"
"021211","Plantas aromatizantes","a01199","Cultivo de outras plantas de lavoura temporária"
"021211","Plantas aromatizantes","a01211","Horticultura"
"021212","Alfarroba","a01211","Horticultura"
"021212","Alfarroba","a03116","Pesca em água salgada"
"021212","Alfarroba","c10317","Fabricação de conservas de frutas"
"021213","Palhas de Cereais","c10694","Moagem e fabricação de outros produtos de origem vegetal"
"021214","Forrageiras","a01199","Cultivo de outras plantas de lavoura temporária"
"021214","Forrageiras","c10660","Fabricação de alimentos para animais"
"021301","Resinas de insetos","a02209","Produção florestal - florestas nativas"
"021302","Sucos vegetais","c10996","Fabricação de outros produtos alimentícios"
"021401","Materiais vegetais de cestaria","a01121","Cultivo de algodão herbáceo"
"021401","Materiais vegetais de cestaria","a02209","Produção florestal - florestas nativas"
"021404","Outros produtos vegetais","a01121","Cultivo de algodão herbáceo"
"021404","Outros produtos vegetais","a01199","Cultivo de outras plantas de lavoura temporária"
"031501","Gordura de porco e aves","c10121","Abate de suínos e aves"
"031502","Gordura bovina, ovina e caprina","c10112","Abate de reses"
"031503","Banha","c10431","Fabricação de margarina e outras gorduras vegetais"
"031504","Óleo de peixe","c10431","Fabricação de margarina e outras gorduras vegetais"
"031506","Outras gorduras animais","c10431","Fabricação de margarina e outras gorduras vegetais"
"031507","Óleo de soja","c10414","Fabricação de óleos vegetais em bruto"
"031507","Óleo de soja","c10422","Fabricação de óleos vegetais refinados"
"031508","Óleo de amendoim","c10414","Fabricação de óleos vegetais em bruto"
"031508","Óleo de amendoim","c10422","Fabricação de óleos vegetais refinados"
"031509","Óleo de oliva virgem","c10422","Fabricação de óleos vegetais refinados"
"031510","Óleo de oliva","c10422","Fabricação de óleos vegetais refinados"
"031511","Óleo de palma","c10422","Fabricação de óleos vegetais refinados"
"031512","Óleos de sementes","c10414","Fabricação de óleos vegetais em bruto"
"031512","Óleos de sementes","c10422","Fabricação de óleos vegetais refinados"
"031513","Óleo de coco","c10414","Fabricação de óleos vegetais em bruto"
"031513","Óleo de coco","c10422","Fabricação de óleos vegetais refinados"
"031514","Óleo de canola","c10414","Fabricação de óleos vegetais em bruto"
"031514","Óleo de canola","c10422","Fabricação de óleos vegetais refinados"
"031515","Outros óleos vegetais puros","c10414","Fabricação de óleos vegetais em bruto"
"031515","Outros óleos vegetais puros","c10422","Fabricação de óleos vegetais refinados"
"031515","Outros óleos vegetais puros","c10651","Fabricação de amidos e óleos de milho"
"031516","Outros óleos vegetais","c10422","Fabricação de óleos vegetais refinados"
"031516","Outros óleos vegetais","c10431","Fabricação de margarina e outras gorduras vegetais"
"031517","Margarina","c10431","Fabricação de margarina e outras gorduras vegetais"
"031521","Ceras vegetais","c10422","Fabricação de óleos vegetais refinados"
"031521","Ceras vegetais","c10431","Fabricação de margarina e outras gorduras vegetais"
"031522","Resíduos de Óleo e Gordura","c10431","Fabricação de margarina e outras gorduras vegetais"
"041601","Linguiças","c10112","Abate de reses"
"041602","Outras carnes preparadas","c10112","Abate de reses"
"041602","Outras carnes preparadas","c10121","Abate de suínos e aves"
"041602","Outras carnes preparadas","c10139","Fabricação de produtos de carne"
"041602","Outras carnes preparadas","c10961","Fabricação de alimentos e pratos prontos"
"041603","Extratos animais","c10996","Fabricação de outros produtos alimentícios"
"041604","Peixe processado","c10201","Fabricação de produtos do pescado"
"041605","Frutos do mar processados","c10201","Fabricação de produtos do pescado"
"041701","Açúcar in natura","c10716","Fabricação de açúcar em bruto"
"041701","Açúcar in natura","c10724","Fabricação de açúcar refinado"
"041702","Outros açúcares","c10520","Fabricação de laticínios"
"041702","Outros açúcares","c10651","Fabricação de amidos e óleos de milho"
"041702","Outros açúcares","c10724","Fabricação de açúcar refinado"
"041703","Melaço","c10716","Fabricação de açúcar em bruto"
"041704","Açúcar de confeitaria","c10937","Fabricação de produtos derivados do cacau"
"041801","Cacau em grãos","c10937","Fabricação de produtos derivados do cacau"
"041802","Cascas de cacau","c10937","Fabricação de produtos derivados do cacau"
"041803","Pasta de cacau","c10937","Fabricação de produtos derivados do cacau"
"041804","Manteiga de cacau","c10937","Fabricação de produtos derivados do cacau"
"041805","Cacau em pó","c10937","Fabricação de produtos derivados do cacau"
"041806","Chocolate","c10937","Fabricação de produtos derivados do cacau"
"041901","Extrato de malte","c10520","Fabricação de laticínios"
"041901","Extrato de malte","c10627","Moagem de trigo e fabricação de derivados"
"041901","Extrato de malte","c10996","Fabricação de outros produtos alimentícios"
"041902","Massas","c10945","Fabricação de massas alimentícias"
"041903","Tapioca","c10651","Fabricação de amidos e óleos de milho"
"041904","Cereais preparados","c10619","Fabricação de produtos do arroz"
"041904","Cereais preparados","c10627","Moagem de trigo e fabricação de derivados"
"041905","Produtos de panificação","c10911","Fabricação de produtos de panificação"
"041905","Produtos de panificação","c10929","Fabricação de biscoitos e bolachas"
"042001","Alimentos em conserva","c10325","Fabricação de conservas de legumes e outros vegetais"
"042002","Tomates processados","c10317","Fabricação de conservas de frutas"
"042003","Cogumelos processados","c10325","Fabricação de conservas de legumes e outros vegetais"
"042004","Outros vegetais congelados","c10325","Fabricação de conservas de legumes e outros vegetais"
"042005","Outros vegetais processados","c10325","Fabricação de conservas de legumes e outros vegetais"
"042005","Outros vegetais processados","c10996","Fabricação de outros produtos alimentícios"
"042006","Alimentos preservados em açúcar","c10937","Fabricação de produtos derivados do cacau"
"042007","Geleias","c10317","Fabricação de conservas de frutas"
"042007","Geleias","c10961","Fabricação de alimentos e pratos prontos"
"042008","Outras frutas processadas","c10317","Fabricação de conservas de frutas"
"042008","Outras frutas processadas","c10325","Fabricação de conservas de legumes e outros vegetais"
"042009","Sucos de frutas","c10333","Fabricação de sucos de frutas, hortaliças e legumes"
"042101","Extratos de café e chá","c10121","Abate de suínos e aves"
"042101","Extratos de café e chá","c10821","Fabricação de produtos à base de café"
"042101","Extratos de café e chá","c10996","Fabricação de outros produtos alimentícios"
"042102","Fermento","c10112","Abate de reses"
"042102","Fermento","c10996","Fabricação de outros produtos alimentícios"
"042103","Molhos e temperos","c10953","Fabricação de especiarias e codimentos"
"042104","Sopas e caldos","c10961","Fabricação de alimentos e pratos prontos"
"042104","Sopas e caldos","c10996","Fabricação de outros produtos alimentícios"
"042106","Outros preparos comestíveis","c10937","Fabricação de produtos derivados do cacau"
"042106","Outros preparos comestíveis","c10961","Fabricação de alimentos e pratos prontos"
"042106","Outros preparos comestíveis","c10996","Fabricação de outros produtos alimentícios"
"042106","Outros preparos comestíveis","c11224","Fabricação de refrigerantes e de bebidas não-alcoólicas"
"042201","Água","c10996","Fabricação de outros produtos alimentícios"
"042201","Água","c11216","Fabricação de águas envasadas"
"042202","Água com sabor","c11224","Fabricação de refrigerantes e de bebidas não-alcoólicas"
"042203","Cerveja","c11135","Fabricação de malte, cervejas e chopes"
"042204","Vinho","c11127","Fabricação de vinho"
"042205","Vermute","c11127","Fabricação de vinho"
"042206","Outras bebidas fermentadas","c11127","Fabricação de vinho"
"042207","Álcool etílico > 80% vol","c11119","Fabricação de bebidas destiladas"
"042207","Álcool etílico > 80% vol","c19314","Fabricação de álcool"
"042208","Álcool etílico < 80% vol","c11119","Fabricação de bebidas destiladas"
"042209","Vinagre","c10996","Fabricação de outros produtos alimentícios"
"042301","Rações e pelotas para animais","c10112","Abate de reses"
"042301","Rações e pelotas para animais","c10139","Fabricação de produtos de carne"
"042301","Rações e pelotas para animais","c10201","Fabricação de produtos do pescado"
"042302","Farelo","c10619","Fabricação de produtos do arroz"
"042302","Farelo","c10627","Moagem de trigo e fabricação de derivados"
"042302","Farelo","c10643","Fabricação de farinha de milho e derivados"
"042302","Farelo","c10694","Moagem e fabricação de outros produtos de origem vegetal"
"042303","Resíduo de amido","c10651","Fabricação de amidos e óleos de milho"
"042303","Resíduo de amido","c10716","Fabricação de açúcar em bruto"
"042303","Resíduo de amido","c11119","Fabricação de bebidas destiladas"
"042304","Farelo de soja","c10414","Fabricação de óleos vegetais em bruto"
"042305","Farelo de amendoim","c10414","Fabricação de óleos vegetais em bruto"
"042306","Bagaços de vegetais","c10414","Fabricação de óleos vegetais em bruto"
"042306","Bagaços de vegetais","c10651","Fabricação de amidos e óleos de milho"
"042307","Borras de vinho","c11127","Fabricação de vinho"
"042308","Resíduos vegetais","c10317","Fabricação de conservas de frutas"
"042309","Ração para animais","c10660","Fabricação de alimentos para animais"
"042401","Tabaco em rama","a01148","Cultivo de fumo"
"042401","Tabaco em rama","c12107","Processamento industrial do fumo"
"042402","Tabaco enrolado","c12204","Fabricação de produtos do fumo"
"042403","Tabaco processado","c12204","Fabricação de produtos do fumo"
"052501","Sal","b08924","Extração e refino de sal marinho"
"052502","Piritas de ferro","b08916","Extração de minerais para fabricação de adubos e fertilizantes"
"052504","Grafite","b08991","Extração de outros minerais não-metálicos"
"052505","Areia","b08100","Extração de pedra, areia e argila"
"052506","Quartzo","b08991","Extração de outros minerais não-metálicos"
"052508","Argilas","b08100","Extração de pedra, areia e argila"
"052509","Giz","b08100","Extração de pedra, areia e argila"
"052510","Fosfatos de cálcio","b08916","Extração de minerais para fabricação de adubos e fertilizantes"
"052511","Sulfato de bário","b08916","Extração de minerais para fabricação de adubos e fertilizantes"
"052512","Farinhas siliciosas fósseis","b08991","Extração de outros minerais não-metálicos"
"052513","Pedra-pomes","b08991","Extração de outros minerais não-metálicos"
"052514","Ardósia","b08100","Extração de pedra, areia e argila"
"052515","Mármore, travertino e alabastro","b08100","Extração de pedra, areia e argila"
"052516","Granito","b08100","Extração de pedra, areia e argila"
"052517","Cascalho e brita","b08100","Extração de pedra, areia e argila"
"052518","Dolomita","b08100","Extração de pedra, areia e argila"
"052519","Carbonato de magnésio","b08991","Extração de outros minerais não-metálicos"
"052520","Gipsita","b08100","Extração de pedra, areia e argila"
"052521","Calcário","b08100","Extração de pedra, areia e argila"
"052522","Cal virgem","c23923","Fabricação de cal e gesso"
"052523","Cimento","c23206","Fabricação de cimento"
"052524","Amianto","b08991","Extração de outros minerais não-metálicos"
"052525","Mica","b08991","Extração de outros minerais não-metálicos"
"052526","Pedra-sabão","b08991","Extração de outros minerais não-metálicos"
"052528","Bórax","b08916","Extração de minerais para fabricação de adubos e fertilizantes"
"052529","Feldspato","b08916","Extração de minerais para fabricação de adubos e fertilizantes"
"052529","Feldspato","b08991","Extração de outros minerais não-metálicos"
"052530","Outros minerais","b08916","Extração de minerais para fabricação de adubos e fertilizantes"
"052530","Outros minerais","b08991","Extração de outros minerais não-metálicos"
"052601","Minério de ferro","b07103","Extração de minério de ferro"
"052601","Minério de ferro","c20193","Fabricação de outros produtos químicos inorgânicos"
"052604","Minério de níquel","b07294","Extração de outros minerais metálicos não-ferrosos"
"052605","Minério de cobalto","b07294","Extração de outros minerais metálicos não-ferrosos"
"052606","Minério de alumínio","b07219","Extração de minério de alumínio"
"052607","Minério de chumbo","b07294","Extração de outros minerais metálicos não-ferrosos"
"052608","Minério de zinco","b07294","Extração de outros minerais metálicos não-ferrosos"
"052609","Minério de estanho","b07227","Extração de minério de estanho"
"052610","Minério de cromo","b07294","Extração de outros minerais metálicos não-ferrosos"
"052611","Minério de tungstênio","b07294","Extração de outros minerais metálicos não-ferrosos"
"052612","Minério de urânio e tório","b07251","Extração de minerais radioativos"
"052613","Minério de molibdênio","b07294","Extração de outros minerais metálicos não-ferrosos"
"052614","Minério de titânio","b07294","Extração de outros minerais metálicos não-ferrosos"
"052615","Minério de nióbio, tântalo, vanádio e zircônio","b07294","Extração de outros minerais metálicos não-ferrosos"
"052616","Minério de metais preciosos","b07243","Extração de metais preciosos"
"052617","Outros minérios","b07294","Extração de outros minerais metálicos não-ferrosos"
"052618","Escória granulada","c24113","Produção de ferro-gusa"
"052619","Escória residual","c24229","Produção de laminados planos de aço"
"052620","Escória, cinzas e resíduos de materiais não-ferrosos","c24415","Metalurgia do alumínio e suas ligas"
"052620","Escória, cinzas e resíduos de materiais não-ferrosos","c24431","Metalurgia do cobre"
"052620","Escória, cinzas e resíduos de materiais não-ferrosos","c24491","Metalurgia de outros metais não-ferrosos e suas ligas"
"052621","Outras escórias e cinzas","b08991","Extração de outros minerais não-metálicos"
"052701","Briquetes de carvão","b05003","Extração de carvão mineral"
"052702","Linhita","b05003","Extração de carvão mineral"
"052703","Turfa","b08991","Extração de outros minerais não-metálicos"
"052705","Gás não derivado de petróleo","c19101","Coquerias"
"052706","Alcatrão","c19101","Coquerias"
"052707","Alcatrão de hulha","c20223","Fabricação de intermediários para plastificantes, resinas e fibras"
"052707","Alcatrão de hulha","c20291","Fabricação de outros produtos químicos orgânicos"
"052708","Coque refinado","c20291","Fabricação de outros produtos químicos orgânicos"
"052710","Petróleo refinado","c19217","Fabricação de produtos do refino de petróleo"
"052710","Petróleo refinado","c19225","Fabricação de produtos derivados do petróleo"
"052710","Petróleo refinado","e38394","Recuperação de outros materiais"
"052711","Gás de petróleo","b06000","Extração de petróleo e gás natural"
"052711","Gás de petróleo","c19217","Fabricação de produtos do refino de petróleo"
"052712","Vaselina","c19217","Fabricação de produtos do refino de petróleo"
"052712","Vaselina","c19225","Fabricação de produtos derivados do petróleo"
"052713","Coque de petróleo","c19217","Fabricação de produtos do refino de petróleo"
"052713","Coque de petróleo","c19225","Fabricação de produtos derivados do petróleo"
"052714","Betumes e asfaltos","b06000","Extração de petróleo e gás natural"
"052714","Betumes e asfaltos","b08991","Extração de outros minerais não-metálicos"
"052715","Misturas asfálticas","c23991","Fabricação de outros produtos de minerais não-metálicos"
"052716","Eletricidade","d35115","Geração de energia elétrica"
"062801","Halogênios","c20118","Fabricação de cloro e álcalis"
"062801","Halogênios","c20193","Fabricação de outros produtos químicos inorgânicos"
"062802","Enxofre sublimado ou precipitado","c20193","Fabricação de outros produtos químicos inorgânicos"
"062803","Carbono","c20291","Fabricação de outros produtos químicos orgânicos"
"062804","Hidrogênio","c20142","Fabricação de gases industriais"
"062804","Hidrogênio","c20193","Fabricação de outros produtos químicos inorgânicos"
"062804","Hidrogênio","c20991","Fabricação de outros produtos químicos"
"062805","Metais alcalinos","c20193","Fabricação de outros produtos químicos inorgânicos"
"062806","Ácido clorídrico","c20193","Fabricação de outros produtos químicos inorgânicos"
"062808","Ácido nítrico","c20126","Fabricação de intermediários para fertilizantes"
"062808","Ácido nítrico","c20193","Fabricação de outros produtos químicos inorgânicos"
"062809","Ácido fosfórico","c20126","Fabricação de intermediários para fertilizantes"
"062809","Ácido fosfórico","c20193","Fabricação de outros produtos químicos inorgânicos"
"062810","Boro","c20193","Fabricação de outros produtos químicos inorgânicos"
"062811","Outros ácidos inorgânicos","c20142","Fabricação de gases industriais"
"062811","Outros ácidos inorgânicos","c20193","Fabricação de outros produtos químicos inorgânicos"
"062812","Haletos","c20193","Fabricação de outros produtos químicos inorgânicos"
"062813","Sulfetos não metálicos","c20193","Fabricação de outros produtos químicos inorgânicos"
"062814","Amônia","c20126","Fabricação de intermediários para fertilizantes"
"062815","Peróxidos de sódio ou potássio","c20118","Fabricação de cloro e álcalis"
"062815","Peróxidos de sódio ou potássio","c20193","Fabricação de outros produtos químicos inorgânicos"
"062816","Hidróxido e peróxido de magnésio","c20193","Fabricação de outros produtos químicos inorgânicos"
"062817","Óxido e peróxido de zinco","c20193","Fabricação de outros produtos químicos inorgânicos"
"062818","Óxido de alumínio","c20193","Fabricação de outros produtos químicos inorgânicos"
"062819","Óxido e hidróxido de cromo","c20193","Fabricação de outros produtos químicos inorgânicos"
"062820","Óxidos de manganês","c20193","Fabricação de outros produtos químicos inorgânicos"
"062821","Óxidos e hidróxidos de ferro","c20193","Fabricação de outros produtos químicos inorgânicos"
"062822","Óxidos e hidróxidos de cobalto","c20193","Fabricação de outros produtos químicos inorgânicos"
"062823","Óxidos de titânio","c20193","Fabricação de outros produtos químicos inorgânicos"
"062824","Óxidos de chumbo","c20193","Fabricação de outros produtos químicos inorgânicos"
"062825","Sais inorgânicos","c20193","Fabricação de outros produtos químicos inorgânicos"
"062825","Sais inorgânicos","c20941","Fabricação de catalisadores"
"062826","Fluoretos","c20193","Fabricação de outros produtos químicos inorgânicos"
"062827","Cloretos","c20193","Fabricação de outros produtos químicos inorgânicos"
"062828","Hipocloritos","c20118","Fabricação de cloro e álcalis"
"062828","Hipocloritos","c20193","Fabricação de outros produtos químicos inorgânicos"
"062829","Cloratos e percloratos","c20193","Fabricação de outros produtos químicos inorgânicos"
"062830","Sulfetos","c20193","Fabricação de outros produtos químicos inorgânicos"
"062831","Ditionitos e sulfoxilatos","c20193","Fabricação de outros produtos químicos inorgânicos"
"062832","Sulfitos","c20193","Fabricação de outros produtos químicos inorgânicos"
"062833","Sulfatos","c20193","Fabricação de outros produtos químicos inorgânicos"
"062834","Nitritos e nitratos","c20193","Fabricação de outros produtos químicos inorgânicos"
"062834","Nitritos e nitratos","c20932","Fabricação de aditivos de uso industrial"
"062835","Fosfinatos e fosfonatos","c20193","Fabricação de outros produtos químicos inorgânicos"
"062835","Fosfinatos e fosfonatos","c20932","Fabricação de aditivos de uso industrial"
"062836","Carbonatos","c20118","Fabricação de cloro e álcalis"
"062836","Carbonatos","c20193","Fabricação de outros produtos químicos inorgânicos"
"062837","Cianetos","c20193","Fabricação de outros produtos químicos inorgânicos"
"062839","Silicatos","c20193","Fabricação de outros produtos químicos inorgânicos"
"062840","Boratos","c20193","Fabricação de outros produtos químicos inorgânicos"
"062841","Sais dos ácidos oxometálicos ou peroxometálicos","c20193","Fabricação de outros produtos químicos inorgânicos"
"062842","Outros sais de ácidos inorgânicos","c20193","Fabricação de outros produtos químicos inorgânicos"
"062843","Compostos de metais preciosos","c20193","Fabricação de outros produtos químicos inorgânicos"
"062843","Compostos de metais preciosos","c20291","Fabricação de outros produtos químicos orgânicos"
"062844","Químicos radioativos","c20193","Fabricação de outros produtos químicos inorgânicos"
"062844","Químicos radioativos","c24491","Metalurgia de outros metais não-ferrosos e suas ligas"
"062844","Químicos radioativos","e38220","Tratamento de resíduos perigosos"
"062845","Outros isótopos","c20193","Fabricação de outros produtos químicos inorgânicos"
"062846","Compostos de metais ferrosos raros","c20193","Fabricação de outros produtos químicos inorgânicos"
"062847","Peróxido de hidrogênio","c20193","Fabricação de outros produtos químicos inorgânicos"
"062848","Fosfetos","c20193","Fabricação de outros produtos químicos inorgânicos"
"062849","Carbonetos","c20193","Fabricação de outros produtos químicos inorgânicos"
"062850","Hidretos e outros ânions","c20193","Fabricação de outros produtos químicos inorgânicos"
"062852","Compostos de mercúrio","c20193","Fabricação de outros produtos químicos inorgânicos"
"062852","Compostos de mercúrio","c20291","Fabricação de outros produtos químicos orgânicos"
"062852","Compostos de mercúrio","c20932","Fabricação de aditivos de uso industrial"
"062852","Compostos de mercúrio","c20991","Fabricação de outros produtos químicos"
"062853","Outros compostos inorgânicos","c20142","Fabricação de gases industriais"
"062853","Outros compostos inorgânicos","c20193","Fabricação de outros produtos químicos inorgânicos"
"062901","Hidrocarbonetos acíclicos","c20215","Fabricação de produtos petroquímicos"
"062902","Hidrocarbonetos cíclicos","c20215","Fabricação de produtos petroquímicos"
"062902","Hidrocarbonetos cíclicos","c20223","Fabricação de intermediários para plastificantes, resinas e fibras"
"062902","Hidrocarbonetos cíclicos","c20291","Fabricação de outros produtos químicos orgânicos"
"062903","Hidrocarbonetos halogenados","c20223","Fabricação de intermediários para plastificantes, resinas e fibras"
"062903","Hidrocarbonetos halogenados","c20291","Fabricação de outros produtos químicos orgânicos"
"062904","Hidrocarbonetos sulfonados, nitrados ou nitrosados","c20291","Fabricação de outros produtos químicos orgânicos"
"062904","Hidrocarbonetos sulfonados, nitrados ou nitrosados","c20924","Fabricação de explosivos"
"062905","Álcoois acíclicos","c20215","Fabricação de produtos petroquímicos"
"062905","Álcoois acíclicos","c20223","Fabricação de intermediários para plastificantes, resinas e fibras"
"062905","Álcoois acíclicos","c20291","Fabricação de outros produtos químicos orgânicos"
"062905","Álcoois acíclicos","c20614","Fabricação de sabões e detergentes sintéticos"
"062905","Álcoois acíclicos","c21106","Fabricação de produtos farmoquímicos"
"062906","Álcoois cíclicos","c20223","Fabricação de intermediários para plastificantes, resinas e fibras"
"062906","Álcoois cíclicos","c20291","Fabricação de outros produtos químicos orgânicos"
"062907","Fenóis","c20223","Fabricação de intermediários para plastificantes, resinas e fibras"
"062907","Fenóis","c20291","Fabricação de outros produtos químicos orgânicos"
"062908","Derivados do fenol","c20291","Fabricação de outros produtos químicos orgânicos"
"062909","Éteres","c20291","Fabricação de outros produtos químicos orgânicos"
"062909","Éteres","c20932","Fabricação de aditivos de uso industrial"
"062909","Éteres","c20941","Fabricação de catalisadores"
"062910","Epóxidos","c20223","Fabricação de intermediários para plastificantes, resinas e fibras"
"062910","Epóxidos","c20291","Fabricação de outros produtos químicos orgânicos"
"062911","Acetais e hemiacetais","c20291","Fabricação de outros produtos químicos orgânicos"
"062912","Aldeídos","c20223","Fabricação de intermediários para plastificantes, resinas e fibras"
"062912","Aldeídos","c20291","Fabricação de outros produtos químicos orgânicos"
"062913","Derivados de aldeídos","c20291","Fabricação de outros produtos químicos orgânicos"
"062914","Cetonas e quinonas","c20223","Fabricação de intermediários para plastificantes, resinas e fibras"
"062914","Cetonas e quinonas","c20291","Fabricação de outros produtos químicos orgânicos"
"062915","Ácidos monocarboxílicos acíclicos saturados","c20223","Fabricação de intermediários para plastificantes, resinas e fibras"
"062915","Ácidos monocarboxílicos acíclicos saturados","c20291","Fabricação de outros produtos químicos orgânicos"
"062916","Ácidos monocarboxílicos acíclicos não saturados","c20223","Fabricação de intermediários para plastificantes, resinas e fibras"
"062916","Ácidos monocarboxílicos acíclicos não saturados","c20291","Fabricação de outros produtos químicos orgânicos"
"062916","Ácidos monocarboxílicos acíclicos não saturados","c20932","Fabricação de aditivos de uso industrial"
"062917","Ácidos policarboxílicos","c20223","Fabricação de intermediários para plastificantes, resinas e fibras"
"062917","Ácidos policarboxílicos","c20291","Fabricação de outros produtos químicos orgânicos"
"062918","Ácidos carboxílicos","c20291","Fabricação de outros produtos químicos orgânicos"
"062918","Ácidos carboxílicos","c20517","Fabricação de defensivos agrícolas"
"062918","Ácidos carboxílicos","c20932","Fabricação de aditivos de uso industrial"
"062918","Ácidos carboxílicos","c21106","Fabricação de produtos farmoquímicos"
"062919","Ésteres e sais fosfóricos","c20291","Fabricação de outros produtos químicos orgânicos"
"062920","Outros ésteres","c20291","Fabricação de outros produtos químicos orgânicos"
"062920","Outros ésteres","c20517","Fabricação de defensivos agrícolas"
"062920","Outros ésteres","c20932","Fabricação de aditivos de uso industrial"
"062921","Compostos de função amina","c20223","Fabricação de intermediários para plastificantes, resinas e fibras"
"062921","Compostos de função amina","c20291","Fabricação de outros produtos químicos orgânicos"
"062921","Compostos de função amina","c20517","Fabricação de defensivos agrícolas"
"062921","Compostos de função amina","c20932","Fabricação de aditivos de uso industrial"
"062922","Compostos de função amina com oxigênio","c20291","Fabricação de outros produtos químicos orgânicos"
"062922","Compostos de função amina com oxigênio","c20932","Fabricação de aditivos de uso industrial"
"062923","Sais e hidróxidos de amônio quaternários","c20291","Fabricação de outros produtos químicos orgânicos"
"062923","Sais e hidróxidos de amônio quaternários","c20932","Fabricação de aditivos de uso industrial"
"062924","Compostos de função carboxiamida","c20223","Fabricação de intermediários para plastificantes, resinas e fibras"
"062924","Compostos de função carboxiamida","c20291","Fabricação de outros produtos químicos orgânicos"
"062924","Compostos de função carboxiamida","c20517","Fabricação de defensivos agrícolas"
"062924","Compostos de função carboxiamida","c21106","Fabricação de produtos farmoquímicos"
"062925","Compostos de função carboxiimida","c20291","Fabricação de outros produtos químicos orgânicos"
"062926","Compostos nitrilos","c20223","Fabricação de intermediários para plastificantes, resinas e fibras"
"062926","Compostos nitrilos","c20291","Fabricação de outros produtos químicos orgânicos"
"062926","Compostos nitrilos","c20517","Fabricação de defensivos agrícolas"
"062927","Azo, Diazo e Aox Compostos","c20291","Fabricação de outros produtos químicos orgânicos"
"062928","Derivados de hidrazina e hidroxilamina","c20291","Fabricação de outros produtos químicos orgânicos"
"062929","Outros compostos nitrogenados","c20223","Fabricação de intermediários para plastificantes, resinas e fibras"
"062929","Outros compostos nitrogenados","c20291","Fabricação de outros produtos químicos orgânicos"
"062930","Compostos organossulfurados","c20291","Fabricação de outros produtos químicos orgânicos"
"062930","Compostos organossulfurados","c20517","Fabricação de defensivos agrícolas"
"062930","Compostos organossulfurados","c20932","Fabricação de aditivos de uso industrial"
"062931","Outros compostos organo-inorgânicos","c20291","Fabricação de outros produtos químicos orgânicos"
"062931","Outros compostos organo-inorgânicos","c20517","Fabricação de defensivos agrícolas"
"062931","Outros compostos organo-inorgânicos","c20941","Fabricação de catalisadores"
"062932","Compostos heterocíclicos com oxigênio","c20223","Fabricação de intermediários para plastificantes, resinas e fibras"
"062932","Compostos heterocíclicos com oxigênio","c20291","Fabricação de outros produtos químicos orgânicos"
"062932","Compostos heterocíclicos com oxigênio","c20517","Fabricação de defensivos agrícolas"
"062933","Compostos Heterocíclicos com nitrogênio","c20223","Fabricação de intermediários para plastificantes, resinas e fibras"
"062933","Compostos Heterocíclicos com nitrogênio","c20291","Fabricação de outros produtos químicos orgânicos"
"062933","Compostos Heterocíclicos com nitrogênio","c20517","Fabricação de defensivos agrícolas"
"062933","Compostos Heterocíclicos com nitrogênio","c21106","Fabricação de produtos farmoquímicos"
"062934","Ácidos nucleicos","c20291","Fabricação de outros produtos químicos orgânicos"
"062934","Ácidos nucleicos","c20517","Fabricação de defensivos agrícolas"
