"HS ID","Product","CNAE ID","Industry"
157222,"Other Stainless Steel Bars","c24237","Production of long-rolled steel products"
157223,"Stainless Steel Wire","c24245","Production of re-rolled, drawn and shaped products"
157224,"Other Semi-finished Steel Products","c24211","Production of semi-finished steel"
157225,"Large Flat-Rolled Steel","c24229","Production of flat-rolled steel products"
157226,"Narrow Flat-Rolled Steel","c24229","Production of flat-rolled steel products"
157227,"Steel Bars","c24237","Production of long-rolled steel products"
157228,"Other Steel Bars","c24237","Production of long-rolled steel products"
157229,"Steel Wire","c24245","Production of re-rolled, drawn and shaped products"
157301,"Iron Sheet Piling","c24237","Production of long-rolled steel products"
157301,"Iron Sheet Piling","c24245","Production of re-rolled, drawn and shaped products"
157302,"Iron Railway Products","c24237","Production of long-rolled steel products"
157302,"Iron Railway Products","c24245","Production of re-rolled, drawn and shaped products"
157303,"Cast Iron Pipes","c24393","Production of other iron and steel tubes"
157304,"Iron Pipes","c24237","Production of long-rolled steel products"
157305,"Other Large Iron Pipes","c24318","Production of steel seamless pipes"
157306,"Other Small Iron Pipes","c24318","Production of steel seamless pipes"
157307,"Iron Pipe Fittings","c24318","Production of steel seamless pipes"
157307,"Iron Pipe Fittings","c24393","Production of other iron and steel tubes"
157308,"Iron Structures","c25110","Manufacture of metal structures"
157308,"Iron Structures","c25128","Manufacture of metal frames"
157309,"Large Iron Containers","c25217","Manufacture of steel tanks, vessels and boilers"
157310,"Small Iron Containers","c25918","Manufacture of metal containers"
157311,"Iron Gas Containers","c25217","Manufacture of steel tanks, vessels and boilers"
157312,"Stranded Iron Wire","c25926","Manufacture of wire-drawn products"
157313,"Barbed Wire","c24245","Production of re-rolled, drawn and shaped products"
157314,"Iron Cloth","c25926","Manufacture of wire-drawn products"
157315,"Iron Chains","c25926","Manufacture of wire-drawn products"
157315,"Iron Chains","c28151","Manufacture of transmission equipment"
157316,"Iron Acnhors","c25993","Manufacture of other metal products"
157317,"Iron Nails","c25926","Manufacture of wire-drawn products"
157318,"Iron Fasteners","c25926","Manufacture of wire-drawn products"
157319,"Iron Sewing Needles","c32990","Manufacture of diverse products"
157320,"Iron Springs","c25926","Manufacture of wire-drawn products"
157321,"Iron Stovetops","c27597","Manufacture of other household appliances"
157322,"Iron Radiators","c25217","Manufacture of steel tanks, vessels and boilers"
157323,"Iron Housewares","c25926","Manufacture of wire-drawn products"
157323,"Iron Housewares","c25934","Manufacture of household metal products"
157324,"Iron Toiletry","c25934","Manufacture of household metal products"
157325,"Other Cast Iron Products","c24512","Iron ad steel casting"
157326,"Other Iron Products","c25314","Production of steel and nonferrous metals and alloys"
157326,"Other Iron Products","c25322","Production of metal stamped items"
157326,"Other Iron Products","c25926","Manufacture of wire-drawn products"
157401,"Precipitated Copper","c24431","Metallurgy of copper"
157402,"Raw Copper","c24431","Metallurgy of copper"
157403,"Refined Copper","c24431","Metallurgy of copper"
157404,"Scrap Copper","c24431","Metallurgy of copper"
157405,"Copper Alloys","c24431","Metallurgy of copper"
157406,"Copper Powder","c24431","Metallurgy of copper"
157407,"Copper Bars","c24431","Metallurgy of copper"
157408,"Copper Wire","c24431","Metallurgy of copper"
157409,"Copper Plating","c24431","Metallurgy of copper"
157410,"Copper Foil","c24431","Metallurgy of copper"
157411,"Copper Pipes","c24431","Metallurgy of copper"
157412,"Copper Pipe Fittings","c24431","Metallurgy of copper"
157413,"Stranded Copper Wire","c25926","Manufacture of wire-drawn products"
157415,"Copper Fasteners","c25926","Manufacture of wire-drawn products"
157418,"Copper Housewares","c25926","Manufacture of wire-drawn products"
157418,"Copper Housewares","c25934","Manufacture of household metal products"
157419,"Other Copper Products","c24521","Casting of nonferrous metals and alloys"
157419,"Other Copper Products","c25926","Manufacture of wire-drawn products"
157419,"Other Copper Products","c25934","Manufacture of household metal products"
157501,"Nickel Mattes","c24491","Metallurgy of other nonferrous metals and alloys"
157502,"Raw Nickel","c24491","Metallurgy of other nonferrous metals and alloys"
157503,"Scrap Nickel","c24491","Metallurgy of other nonferrous metals and alloys"
157504,"Nickel Powder","c24491","Metallurgy of other nonferrous metals and alloys"
157505,"Nickel Bars","c24491","Metallurgy of other nonferrous metals and alloys"
157506,"Nickel Sheets","c24491","Metallurgy of other nonferrous metals and alloys"
157507,"Nickel Pipes","c24491","Metallurgy of other nonferrous metals and alloys"
157508,"Other Nickel Products","c24521","Casting of nonferrous metals and alloys"
157508,"Other Nickel Products","c25926","Manufacture of wire-drawn products"
157601,"Raw Aluminium","c24415","Metallurgy of aluminum and alloys"
157602,"Scrap Aluminium","c24415","Metallurgy of aluminum and alloys"
157603,"Aluminium Powder","c24415","Metallurgy of aluminum and alloys"
157604,"Aluminium Bars","c24415","Metallurgy of aluminum and alloys"
157605,"Aluminium Wire","c24415","Metallurgy of aluminum and alloys"
157606,"Aluminium Plating","c24415","Metallurgy of aluminum and alloys"
157607,"Aluminium Foil","c24415","Metallurgy of aluminum and alloys"
157608,"Aluminium Pipes","c24415","Metallurgy of aluminum and alloys"
157609,"Aluminium Pipe Fittings","c24415","Metallurgy of aluminum and alloys"
157610,"Aluminium Structures","c25110","Manufacture of metal structures"
157610,"Aluminium Structures","c25128","Manufacture of metal frames"
157611,"Large Aluminium Containers","c25217","Manufacture of steel tanks, vessels and boilers"
157612,"Aluminium Cans","c25918","Manufacture of metal containers"
157613,"Aluminium Gas Containers","c25217","Manufacture of steel tanks, vessels and boilers"
157614,"Stranded Aluminium Wire","c25926","Manufacture of wire-drawn products"
157615,"Aluminium Housewares","c25926","Manufacture of wire-drawn products"
157615,"Aluminium Housewares","c25934","Manufacture of household metal products"
157616,"Other Aluminium Products","c24521","Casting of nonferrous metals and alloys"
157616,"Other Aluminium Products","c25926","Manufacture of wire-drawn products"
157801,"Raw Lead","c24491","Metallurgy of other nonferrous metals and alloys"
157802,"Scrap Lead","c24491","Metallurgy of other nonferrous metals and alloys"
157804,"Lead Sheets","c24491","Metallurgy of other nonferrous metals and alloys"
157806,"Other Lead Products","c24491","Metallurgy of other nonferrous metals and alloys"
157806,"Other Lead Products","c25314","Production of steel and nonferrous metals and alloys"
157901,"Raw Zinc","c24491","Metallurgy of other nonferrous metals and alloys"
157902,"Scrap Waste","c24491","Metallurgy of other nonferrous metals and alloys"
157903,"Zinc Powder","c24491","Metallurgy of other nonferrous metals and alloys"
157904,"Zinc Bars","c24491","Metallurgy of other nonferrous metals and alloys"
157905,"Zinc Sheets","c24491","Metallurgy of other nonferrous metals and alloys"
157907,"Other Zinc Products","c24491","Metallurgy of other nonferrous metals and alloys"
157907,"Other Zinc Products","c25314","Production of steel and nonferrous metals and alloys"
158001,"Raw Tin","c24491","Metallurgy of other nonferrous metals and alloys"
158002,"Scrap Tin","c24491","Metallurgy of other nonferrous metals and alloys"
158003,"Tin Bars","c24491","Metallurgy of other nonferrous metals and alloys"
158007,"Other Tin Products","c24491","Metallurgy of other nonferrous metals and alloys"
158007,"Other Tin Products","c25314","Production of steel and nonferrous metals and alloys"
158101,"Tungsten and Products","a01211","Horticulture"
158101,"Tungsten and Products","c24491","Metallurgy of other nonferrous metals and alloys"
158102,"Molybdenum and Products","a01334","Growing of perennial fruit crops"
158102,"Molybdenum and Products","c24491","Metallurgy of other nonferrous metals and alloys"
158103,"Tantalum and Products","c24491","Metallurgy of other nonferrous metals and alloys"
158104,"Magnesium and Products","a01334","Growing of perennial fruit crops"
158104,"Magnesium and Products","c24491","Metallurgy of other nonferrous metals and alloys"
158105,"Cobalt and Products","a01334","Growing of perennial fruit crops"
158105,"Cobalt and Products","c24491","Metallurgy of other nonferrous metals and alloys"
158106,"Bismuth and Products","a01334","Growing of perennial fruit crops"
158106,"Bismuth and Products","c24491","Metallurgy of other nonferrous metals and alloys"
158107,"Cadmium and Products","c24491","Metallurgy of other nonferrous metals and alloys"
158108,"Titanium and Products","c24491","Metallurgy of other nonferrous metals and alloys"
158109,"Zirconium and Products","a01334","Growing of perennial fruit crops"
158109,"Zirconium and Products","c24491","Metallurgy of other nonferrous metals and alloys"
158110,"Antimony and Products","c24491","Metallurgy of other nonferrous metals and alloys"
158111,"Manganese and Products","c10317","Fruits canning"
158111,"Manganese and Products","c24491","Metallurgy of other nonferrous metals and alloys"
158112,"Other Metals and Products","c10317","Fruits canning"
158112,"Other Metals and Products","c24491","Metallurgy of other nonferrous metals and alloys"
158113,"Cermets and Products","c24491","Metallurgy of other nonferrous metals and alloys"
158201,"Garden Tools","c25438","Manufacture of tools"
158202,"Hand Saws","c25438","Manufacture of tools"
158203,"Hand Tools","c25438","Manufacture of tools"
158204,"Wrenches","c25438","Manufacture of tools"
158205,"Other Hand Tools","c25438","Manufacture of tools"
158205,"Other Hand Tools","c25934","Manufacture of household metal products"
158206,"Toolsets","c25438","Manufacture of tools"
158207,"Interchangeable Tool Parts","c25438","Manufacture of tools"
158208,"Cutting Blades","c25438","Manufacture of tools"
158209,"Tool Plates","c25438","Manufacture of tools"
158211,"Knives","c25411","Manufacture of cutlery items"
158211,"Knives","c25438","Manufacture of tools"
158212,"Razor Blades","c25411","Manufacture of cutlery items"
158213,"Scissors","c25411","Manufacture of cutlery items"
158214,"Other Cutlery","c25411","Manufacture of cutlery items"
158215,"Cutlery Sets","c25411","Manufacture of cutlery items"
158301,"Padlocks","c25420","Manufacture of metalwork products, except frames"
158302,"Metal Mountings","c25420","Manufacture of metalwork products, except frames"
158302,"Metal Mountings","c25993","Manufacture of other metal products"
158303,"Safes","c25993","Manufacture of other metal products"
158304,"Filing Cabinets","c25993","Manufacture of other metal products"
158305,"Metal Office Products","c25993","Manufacture of other metal products"
158306,"Bells","c25993","Manufacture of other metal products"
158307,"Flexible Metal Tubing","c24393","Production of other iron and steel tubes"
158308,"Other Metal Fasteners","c32990","Manufacture of diverse products"
158309,"Metal Stoppers","c25918","Manufacture of metal containers"
158310,"Metal Signs","c25993","Manufacture of other metal products"
158311,"Coated Metal Soldering Products","c24491","Metallurgy of other nonferrous metals and alloys"
168401,"Nuclear Reactors","c20193","Manufacture of other inorganic chemicals"
168401,"Nuclear Reactors","c25225","Manufacture of steam-generating boilers"
168401,"Nuclear Reactors","c28691","Manufacture of machinery for other specific industrial uses"
168402,"Steam Boilers","c25225","Manufacture of steam-generating boilers"
168403,"Central Heating Boilers","c25217","Manufacture of steel tanks, vessels and boilers"
168404,"Boiler Plants","c25217","Manufacture of steel tanks, vessels and boilers"
168404,"Boiler Plants","c25225","Manufacture of steam-generating boilers"
168405,"Water and Gas Generators","c28291","Manufacture of machinery and equipment for general use"
168406,"Steam Turbines","c28119","Manufacture of engines and turbines"
168407,"Spark-Ignition Engines","c28119","Manufacture of engines and turbines"
168407,"Spark-Ignition Engines","c29107","Manufacture of cars, pickups, vans and wagons"
168407,"Spark-Ignition Engines","c30423","Manufacture of aircraft turbines, engines and parts"
168408,"Combustion Engines","c28119","Manufacture of engines and turbines"
168409,"Engine Parts","c28119","Manufacture of engines and turbines"
168409,"Engine Parts","c29417","Manufacture of parts and accessories for the engine system of motor vehicles"
168409,"Engine Parts","c29450","Manufacture of electrical and electronic materials for motor vehicles"
168409,"Engine Parts","c30423","Manufacture of aircraft turbines, engines and parts"
168410,"Hydraulic Turbines","c28119","Manufacture of engines and turbines"
168411,"Gas Turbines","c28119","Manufacture of engines and turbines"
168411,"Gas Turbines","c30423","Manufacture of aircraft turbines, engines and parts"
168412,"Other Engines","c28127","Manufacture of hydraulic and pneumatic equipment"
168412,"Other Engines","c30423","Manufacture of aircraft turbines, engines and parts"
168413,"Liquid Pumps","c28127","Manufacture of hydraulic and pneumatic equipment"
168413,"Liquid Pumps","c29417","Manufacture of parts and accessories for the engine system of motor vehicles"
168414,"Air Pumps","c27597","Manufacture of other household appliances"
168414,"Air Pumps","c28127","Manufacture of hydraulic and pneumatic equipment"
168414,"Air Pumps","c28143","Manufacture of compressors"
168414,"Air Pumps","c28232","Manufacture of refrigeration and ventilation equipment"
168415,"Air Conditioners","c28241","Manufacture of air conditioners"
168416,"Liquid Fuel Furnaces","c28216","Manufacture of equipment for thermal plants"
168417,"Industrial Furnaces","c28216","Manufacture of equipment for thermal plants"
168417,"Industrial Furnaces","c28623","Manufacture of machinery for the food, beverage and tobacco industries"
168418,"Refrigerators","c27511","Manufacture of stoves, refrigerators, washers and dryers"
168418,"Refrigerators","c28232","Manufacture of refrigeration and ventilation equipment"
168419,"Other Heating Machinery","c27597","Manufacture of other household appliances"
168419,"Other Heating Machinery","c28216","Manufacture of equipment for thermal plants"
168419,"Other Heating Machinery","c28232","Manufacture of refrigeration and ventilation equipment"
168419,"Other Heating Machinery","c28291","Manufacture of machinery and equipment for general use"
168419,"Other Heating Machinery","c28623","Manufacture of machinery for the food, beverage and tobacco industries"
168419,"Other Heating Machinery","c28631","Manufacture of machinery for the textile industry"
168419,"Other Heating Machinery","c28658","Manufacture of machinery and equipment for the pulp and paper industries"
168419,"Other Heating Machinery","c32507","Manufacture of medical and dental instruments and supplies"
168420,"Rolling Machines","c28691","Manufacture of machinery for other specific industrial uses"
168421,"Centrifuges","c26604","Manufacture of electromedical and electrotherapeutic equipment"
168421,"Centrifuges","c28291","Manufacture of machinery and equipment for general use"
168421,"Centrifuges","c28640","Manufacture of machinery for the clothing, leather and footwear industries"
168421,"Centrifuges","c29492","Manufacture of other parts and accessories for motor vehicles"
168422,"Washing and Bottling Machines","c27511","Manufacture of stoves, refrigerators, washers and dryers"
168422,"Washing and Bottling Machines","c28291","Manufacture of machinery and equipment for general use"
168423,"Scales","c28291","Manufacture of machinery and equipment for general use"
168424,"Liquid Dispersing Machines","c28291","Manufacture of machinery and equipment for general use"
168424,"Liquid Dispersing Machines","c28330","Manufacture of machinery for agriculture and livestock"
168425,"Pulley Systems","c28224","Manufacture of loads and people transportation equipment"
168426,"Cranes","c28224","Manufacture of loads and people transportation equipment"
168427,"Fork-Lifts","c28224","Manufacture of loads and people transportation equipment"
168428,"Lifting Machinery","c28224","Manufacture of loads and people transportation equipment"
168428,"Lifting Machinery","c28526","Manufacture of equipment for mineral extraction"
168429,"Large Construction Vehicles","c28542","Manufacture of machinery and equipment for earthwork"
168430,"Other Construction Vehicles","c28518","Manufacture of equipment for oil extraction"
168430,"Other Construction Vehicles","c28526","Manufacture of equipment for mineral extraction"
168430,"Other Construction Vehicles","c28542","Manufacture of machinery and equipment for earthwork"
168431,"Excavation Machinery","c28224","Manufacture of loads and people transportation equipment"
168431,"Excavation Machinery","c28518","Manufacture of equipment for oil extraction"
168431,"Excavation Machinery","c28542","Manufacture of machinery and equipment for earthwork"
168432,"Soil Preparation Machinery","c28330","Manufacture of machinery for agriculture and livestock"
168433,"Harvesting Machinery","c28330","Manufacture of machinery for agriculture and livestock"
168434,"Dairy Machinery","c28330","Manufacture of machinery for agriculture and livestock"
168434,"Dairy Machinery","c28623","Manufacture of machinery for the food, beverage and tobacco industries"
168435,"Fruit Pressing Machinery","c28623","Manufacture of machinery for the food, beverage and tobacco industries"
168436,"Other Agricultural Machinery","c28330","Manufacture of machinery for agriculture and livestock"
168437,"Mill Machinery","c28330","Manufacture of machinery for agriculture and livestock"
168437,"Mill Machinery","c28623","Manufacture of machinery for the food, beverage and tobacco industries"
168438,"Other Food Machinery","c28623","Manufacture of machinery for the food, beverage and tobacco industries"
168439,"Papermaking Machines","c28658","Manufacture of machinery and equipment for the pulp and paper industries"
168440,"Book-binding Machines","c28691","Manufacture of machinery for other specific industrial uses"
168441,"Other Paper Machinery","c28658","Manufacture of machinery and equipment for the pulp and paper industries"
168442,"Print Production Machinery","c18211","Preprinting services"
168442,"Print Production Machinery","c28691","Manufacture of machinery for other specific industrial uses"
168443,"Industrial Printers","c26108","Manufacture of electronic components"
168443,"Industrial Printers","c26221","Manufacture of computer hardware peripherals"
168443,"Industrial Printers","c26311","Manufacture of communication transmitters"
168443,"Industrial Printers","c28291","Manufacture of machinery and equipment for general use"
168443,"Industrial Printers","c28691","Manufacture of machinery for other specific industrial uses"
168444,"Artificial Textile Machinery","c28631","Manufacture of machinery for the textile industry"
168445,"Textile Fiber Machinery","c28631","Manufacture of machinery for the textile industry"
168446,"Looms","c28631","Manufacture of machinery for the textile industry"
168447,"Knitting Machines","c28631","Manufacture of machinery for the textile industry"
168448,"Knitting Machine Accessories","c28631","Manufacture of machinery for the textile industry"
168449,"Felt Machinery","c28631","Manufacture of machinery for the textile industry"
168450,"Household Washing Machines","c27511","Manufacture of stoves, refrigerators, washers and dryers"
168450,"Household Washing Machines","c28640","Manufacture of machinery for the clothing, leather and footwear industries"
168451,"Textile Processing Machines","c27511","Manufacture of stoves, refrigerators, washers and dryers"
168451,"Textile Processing Machines","c28631","Manufacture of machinery for the textile industry"
168451,"Textile Processing Machines","c28640","Manufacture of machinery for the clothing, leather and footwear industries"
168452,"Sewing Machines","c28640","Manufacture of machinery for the clothing, leather and footwear industries"
168453,"Leather Machinery","c28640","Manufacture of machinery for the clothing, leather and footwear industries"
168454,"Casting Machines","c28615","Manufacture of machinery for the metallurgical industry"
168455,"Metal-Rolling Mills","c28615","Manufacture of machinery for the metallurgical industry"
168456,"Laser Removal Machines","c28402","Manufacture of machine tools"
168457,"Metalworking Transfer Machines","c28402","Manufacture of machine tools"
168458,"Metal Lathes","c28402","Manufacture of machine tools"
168459,"Drilling Machines","c28402","Manufacture of machine tools"
168460,"Metal Finishing Machines","c28402","Manufacture of machine tools"
168461,"Metalworking Machines","c28402","Manufacture of machine tools"
168462,"Forging Machines","c28402","Manufacture of machine tools"
168463,"Other Non-removal Metalworking Machines","c28402","Manufacture of machine tools"
168464,"Stoneworking Machines","c28402","Manufacture of machine tools"
168465,"Woodworking machines","c28402","Manufacture of machine tools"
168466,"Metalworking Machine Parts","c28402","Manufacture of machine tools"
168467,"Motor-working Tools","c28402","Manufacture of machine tools"
168468,"Soldering and Welding Machinery","c28402","Manufacture of machine tools"
168469,"Typewriters","c28291","Manufacture of machinery and equipment for general use"
168470,"Calculators","c28291","Manufacture of machinery and equipment for general use"
168471,"Digital Disk Drives","c26213","Manufacture of computer equipment"
168471,"Digital Disk Drives","c26221","Manufacture of computer hardware peripherals"
168472,"Other Office Machines","c28291","Manufacture of machinery and equipment for general use"
168473,"Office Machine parts","c26108","Manufacture of electronic components"
168473,"Office Machine parts","c26221","Manufacture of computer hardware peripherals"
168473,"Office Machine parts","c28291","Manufacture of machinery and equipment for general use"
168474,"Stone Processing Machines","c28526","Manufacture of equipment for mineral extraction"
168474,"Stone Processing Machines","c28542","Manufacture of machinery and equipment for earthwork"
168474,"Stone Processing Machines","c28691","Manufacture of machinery for other specific industrial uses"
168475,"Glassworking Machines","c28691","Manufacture of machinery for other specific industrial uses"
168476,"Vending Machines","c28291","Manufacture of machinery and equipment for general use"
168477,"Rubberworking Machinery","c28666","Manufacture of machinery for the plastic industry"
168477,"Rubberworking Machinery","c28691","Manufacture of machinery for other specific industrial uses"
168478,"Tobacco Processing Machines","c28623","Manufacture of machinery for the food, beverage and tobacco industries"
168479,"Other Machinery","c28291","Manufacture of machinery and equipment for general use"
168479,"Other Machinery","c28402","Manufacture of machine tools"
168479,"Other Machinery","c28542","Manufacture of machinery and equipment for earthwork"
168479,"Other Machinery","c28623","Manufacture of machinery for the food, beverage and tobacco industries"
168479,"Other Machinery","c28691","Manufacture of machinery for other specific industrial uses"
168479,"Other Machinery","c30423","Manufacture of aircraft turbines, engines and parts"
168480,"Metal Molds","c25438","Manufacture of tools"
168481,"Valves","c28135","Manufacture of valves and the like"
168482,"Ball Bearings","c28151","Manufacture of transmission equipment"
168483,"Transmissions","c28151","Manufacture of transmission equipment"
168484,"Gaskets","c28151","Manufacture of transmission equipment"
168484,"Gaskets","c28291","Manufacture of machinery and equipment for general use"
168486,"Semiconductor Machinery","c28691","Manufacture of machinery for other specific industrial uses"
168487,"Other Machinery Parts","c25993","Manufacture of other metal products"
168487,"Other Machinery Parts","c28291","Manufacture of machinery and equipment for general use"
168501,"Electric Motors","c27104","Manufacture of generators and transformers"
168502,"Electric Generating Sets","c27104","Manufacture of generators and transformers"
168503,"Electric Motor Parts","c27104","Manufacture of generators and transformers"
168504,"Electrical Transformers","c27104","Manufacture of generators and transformers"
168504,"Electrical Transformers","c27406","Manufacture of lamps"
168504,"Electrical Transformers","c27902","Manufacture of other electrical equipment and appliances"
168505,"Electromagnets","c27902","Manufacture of other electrical equipment and appliances"
168506,"Batteries","c27210","Manufacture of batteries"
168507,"Electric Batteries","c27210","Manufacture of batteries"
168508,"Vacuum Cleaners","c27597","Manufacture of other household appliances"
168509,"Other Domestic Electric Housewares","c27597","Manufacture of other household appliances"
168510,"Hair Trimmers","c27597","Manufacture of other household appliances"
168511,"Electrical Ignitions","c29450","Manufacture of electrical and electronic materials for motor vehicles"
168512,"Electrical Lighting and Signalling Equipment","c29450","Manufacture of electrical and electronic materials for motor vehicles"
168513,"Portable Lighting","c27406","Manufacture of lamps"
168514,"Electric Furnaces","c28216","Manufacture of equipment for thermal plants"
168515,"Electric Lasers","c27902","Manufacture of other electrical equipment and appliances"
168515,"Electric Lasers","c28402","Manufacture of machine tools"
168516,"Electric Heaters","c27511","Manufacture of stoves, refrigerators, washers and dryers"
168516,"Electric Heaters","c27597","Manufacture of other household appliances"
168517,"Telephones","c26108","Manufacture of electronic components"
168517,"Telephones","c26311","Manufacture of communication transmitters"
168517,"Telephones","c26329","Manufacture of telephones"
168518,"Microphones and Headphones","c26400","Manufacture of sound and image devices"
168519,"Sound Recording Equipment","c26329","Manufacture of telephones"
168519,"Sound Recording Equipment","c26400","Manufacture of sound and image devices"
168521,"Video Recording Equipment","c26400","Manufacture of sound and image devices"
168522,"Audio and Video Recording Accessories","c26400","Manufacture of sound and image devices"
168523,"Data Storage","c18121","Printing of safety materials"
168523,"Data Storage","c18300","Reproduction of printed/recorded items"
168523,"Data Storage","c26108","Manufacture of electronic components"
168523,"Data Storage","c26221","Manufacture of computer hardware peripherals"
168523,"Data Storage","c26809","Manufacture of magnetic and optical media"
168523,"Data Storage","c27902","Manufacture of other electrical equipment and appliances"
168523,"Data Storage","j59201","Activities related to sound recording and music publishing"
168525,"Broadcasting Equipment","c26311","Manufacture of communication transmitters"
168525,"Broadcasting Equipment","c26400","Manufacture of sound and image devices"
168525,"Broadcasting Equipment","c26701","Manufacture of optical instruments and equipment"
168526,"Navigation Equipment","c26515","Manufacture of measurement, testing and control instruments"
168527,"Radio Receivers","c26400","Manufacture of sound and image devices"
168528,"Monitors and Projectors","c26221","Manufacture of computer hardware peripherals"
168528,"Monitors and Projectors","c26400","Manufacture of sound and image devices"
168529,"Broadcasting Accessories","c26108","Manufacture of electronic components"
168529,"Broadcasting Accessories","c26311","Manufacture of communication transmitters"
168529,"Broadcasting Accessories","c26400","Manufacture of sound and image devices"
168530,"Traffic Signals","c27902","Manufacture of other electrical equipment and appliances"
168531,"Audio Alarms","c27902","Manufacture of other electrical equipment and appliances"
168532,"Electrical Capacitors","c26108","Manufacture of electronic components"
168533,"Electrical Resistors","c26108","Manufacture of electronic components"
168534,"Printed Circuit Boards","c26108","Manufacture of electronic components"
168535,"High-voltage Protection Equipment","c27317","Manufacture of equipment for electric power distribution"
168536,"Low-voltage Protection Equipment","c26108","Manufacture of electronic components"
168536,"Low-voltage Protection Equipment","c26311","Manufacture of communication transmitters"
168536,"Low-voltage Protection Equipment","c27325","Manufacture of electrical materials"
168537,"Electrical Control Boards","c27317","Manufacture of equipment for electric power distribution"
168538,"Electrical Power Accessories","c26108","Manufacture of electronic components"
168538,"Electrical Power Accessories","c27317","Manufacture of equipment for electric power distribution"
168539,"Electric Filament","c27406","Manufacture of lamps"
168540,"Cathode Tubes","c26108","Manufacture of electronic components"
168541,"Semiconductor Devices","c26108","Manufacture of electronic components"
168542,"Integrated Circuits","c26108","Manufacture of electronic components"
168543,"Other Electrical Machinery","c27902","Manufacture of other electrical equipment and appliances"
168544,"Insulated Wire","c26108","Manufacture of electronic components"
168544,"Insulated Wire","c27333","Manufacture of wires, cables and insulated electrical conductors"
168545,"Carbon-based Electronics","c27902","Manufacture of other electrical equipment and appliances"
168546,"Electrical Insulators","c23192","Manufacture of glass articles"
168546,"Electrical Insulators","c23494","manufacture of other non-refractory ceramic products"
168546,"Electrical Insulators","c27902","Manufacture of other electrical equipment and appliances"
168547,"Metal Insulating Fittings","c22293","Manufacture of other plastic products"
168547,"Metal Insulating Fittings","c23494","manufacture of other non-refractory ceramic products"
168547,"Metal Insulating Fittings","c27902","Manufacture of other electrical equipment and appliances"
168548,"Battery Waste","c27902","Manufacture of other electrical equipment and appliances"
178601,"Electric Locomotives","c30318","Manufacture of locomotives and rail wagons"
178602,"Other Locomotives","c30318","Manufacture of locomotives and rail wagons"
178603,"Self-Propelled Rail Transport","c30318","Manufacture of locomotives and rail wagons"
178605,"Railway Passenger Cars","c30318","Manufacture of locomotives and rail wagons"
178606,"Railway Freight Cars","c30318","Manufacture of locomotives and rail wagons"
178607,"Locomotive Parts","c30326","Manufacture of parts and accessories for rail vehicles"
178608,"Railway Track Fictures","c30326","Manufacture of parts and accessories for rail vehicles"
178609,"Railway Cargo Containers","c29301","Manufacture of cabins, trailers and truck bodies"
178701,"Tractors","c28313","Manufacture of agricultural tractors"
178701,"Tractors","c28534","Manufacture of tractors"
178701,"Tractors","c29204","Manufacture of trucks and buses"
178702,"Busses","c29204","Manufacture of trucks and buses"
178703,"Cars","c29107","Manufacture of cars, pickups, vans and wagons"
178704,"Delivery Trucks","c28542","Manufacture of machinery and equipment for earthwork"
178704,"Delivery Trucks","c29107","Manufacture of cars, pickups, vans and wagons"
178704,"Delivery Trucks","c29204","Manufacture of trucks and buses"
178705,"Specialized Vehicles","c29204","Manufacture of trucks and buses"
178706,"Vehicle Chassis","c29107","Manufacture of cars, pickups, vans and wagons"
178706,"Vehicle Chassis","c29204","Manufacture of trucks and buses"
178707,"Vehicle Bodies","c28313","Manufacture of agricultural tractors"
178707,"Vehicle Bodies","c29301","Manufacture of cabins, trailers and truck bodies"
178708,"Vehicle Parts","c28313","Manufacture of agricultural tractors"
178708,"Vehicle Parts","c29417","Manufacture of parts and accessories for the engine system of motor vehicles"
178708,"Vehicle Parts","c29425","Manufacture of parts and accessories for the transmission system of motor vehicles"
178708,"Vehicle Parts","c29441","Manufacture of parts and accessories for the steering system and suspension of motor vehicles"
178708,"Vehicle Parts","c29492","Manufacture of other parts and accessories for motor vehicles"
178709,"Work Trucks","c28224","Manufacture of loads and people transportation equipment"
178710,"Tanks","c30504","Manufacture of military combat vehicles"
178711,"Motorcycles","c30911","Manufacture of motorcycles"
178713,"Wheelchairs","c30920","Manufacture of bicycles"
178714,"Bi-Wheel Vehicle Parts","c30911","Manufacture of motorcycles"
178714,"Bi-Wheel Vehicle Parts","c30920","Manufacture of bicycles"
178715,"Baby Carriages","c30920","Manufacture of bicycles"
178716,"Trailers","c28330","Manufacture of machinery for agriculture and livestock"
178716,"Trailers","c29301","Manufacture of cabins, trailers and truck bodies"
178716,"Trailers","c30997","Manufacture of other transport equipment"
178801,"Non-powered Aircraft","c30415","Manufacture of aircrafts"
178802,"Aircraft","c30415","Manufacture of aircrafts"
178803,"Aircraft Parts","c30423","Manufacture of aircraft turbines, engines and parts"
178804,"Parachutes","c13545","Manufacture of special fabrics"
178805,"Aircraft Launch Gear","c30415","Manufacture of aircrafts"
178901,"Cruise Ships","c30113","Building of ships, boats and floating structures"
178903,"Yachts","c30121","Building of recreational and sport boats"
178904,"Tug Boats","c30113","Building of ships, boats and floating structures"
178905,"Drilling Platforms","c30113","Building of ships, boats and floating structures"
178906,"Other Sea Transportaion","c30113","Building of ships, boats and floating structures"
178907,"Other Floating Structures","c30113","Building of ships, boats and floating structures"
178908,"Scrap Vessels","e38319","Recovery of metal products"
