"HS ID","Product","CNAE ID","Industry"
"074007","Rubber Thread","c22196","Manufacture of other rubber articles"
"074008","Rubber Sheets","c22196","Manufacture of other rubber articles"
"074009","Rubber Pipes","c22196","Manufacture of other rubber articles"
"074010","Rubber Belting","c22196","Manufacture of other rubber articles"
"074011","Rubber Tires","c10511","Processing of milk"
"074011","Rubber Tires","c22111","Manufacture of tires"
"074012","Used Rubber Tires","a01512","Cattle farming"
"074012","Used Rubber Tires","c10511","Processing of milk"
"074012","Used Rubber Tires","c22111","Manufacture of tires"
"074012","Used Rubber Tires","c22129","Restoration of old tires"
"074012","Used Rubber Tires","e38114","Collection of non-hazardous wastes"
"074013","Rubber Inner Tubes","a01521","Farming of other large-size animals"
"074013","Rubber Inner Tubes","c22111","Manufacture of tires"
"074014","Pharmaceutical Rubber Products","c22196","Manufacture of other rubber articles"
"074015","Rubber Apparel","c22196","Manufacture of other rubber articles"
"074015","Rubber Apparel","c32922","Manufacture of safety and protection equipment"
"074016","Other Rubber Products","c22196","Manufacture of other rubber articles"
"074016","Other Rubber Products","c32990","Manufacture of diverse products"
"074017","Hard Rubber","c22196","Manufacture of other rubber articles"
"084101","Equine and Bovine Hides","c10112","Cattle slaughtering"
"084102","Sheep Hides","c10112","Cattle slaughtering"
"084103","Other Hides and Skins","a01598","Farming of other animals"
"084103","Other Hides and Skins","a03213","Aquaculture in brackish and salt water"
"084103","Other Hides and Skins","c10121","Slaughtering of swine and poultry"
"084104","Tanned Equine and Bovine Hides","c15106","Leather tanning"
"084105","Tanned Sheep Hides","c15106","Leather tanning"
"084106","Tanned Skins of Other Animals","c15106","Leather tanning"
"084107","Further Prepared Bovine and Equine Hides","c15106","Leather tanning"
"084112","Further Prepared Sheep Hides","c15106","Leather tanning"
"084113","Further Prepared Hides of Other Animals","c15106","Leather tanning"
"084114","Chamois and Mixed Leather","c15106","Leather tanning"
"084115","Composition Leather","c15106","Leather tanning"
"084202","Trunks and Cases","c15211","Manufacture of travel goods"
"084202","Trunks and Cases","c15297","Manufacture of other leather goods"
"084203","Leather Apparel","c14126","Manufacture of clothes"
"084203","Leather Apparel","c14142","Manufacture of clothing accessories"
"084203","Leather Apparel","c32302","Manufacture of fishing and sport supplies"
"084205","Other Leather Articles","c15297","Manufacture of other leather goods"
"084206","Articles of Other Leather Articles","c32990","Manufacture of diverse products"
"084301","Raw Furskins","a01539","Farming of sheep and goats"
"084301","Raw Furskins","a01598","Farming of other animals"
"084301","Raw Furskins","a01709","Hunting"
"084302","Tanned Furskins","c14142","Manufacture of clothing accessories"
"084303","Furskin Apparel","c14126","Manufacture of clothes"
"084303","Furskin Apparel","c14142","Manufacture of clothing accessories"
"084304","Artificial Fur","c14142","Manufacture of clothing accessories"
"094401","Fuel Wood","a02101","Forest production - planted forests"
"094401","Fuel Wood","c16102","Timber processing"
"094402","Wood Charcoal","a02101","Forest production - planted forests"
"094403","Rough Wood","a02101","Forest production - planted forests"
"094403","Rough Wood","c16102","Timber processing"
"094404","Wood Stakes","a02101","Forest production - planted forests"
"094405","Wood Wool","c16102","Timber processing"
"094406","Railroad Ties","c16102","Timber processing"
"094407","Sawn Wood","c16102","Timber processing"
"094408","Veneer Sheets","c16218","Manufacture of laminated wood boards and wood sheets"
"094409","Shaped Wood","c16102","Timber processing"
"094410","Particle Board","c16218","Manufacture of laminated wood boards and wood sheets"
"094411","Wood Fiberboard","c16218","Manufacture of laminated wood boards and wood sheets"
"094412","Plywood","c16218","Manufacture of laminated wood boards and wood sheets"
"094413","Densified Wood","c16218","Manufacture of laminated wood boards and wood sheets"
"094414","Wood Frames","c16293","Manufacture of wood articles"
"094415","Wood Crates","c16234","Manufacture of wood containers"
"094417","Wooden Tool Handles","c16293","Manufacture of wood articles"
"094418","Wood Carpentry","c16226","Manufacture of wooden structures"
"094418","Wood Carpentry","c16293","Manufacture of wood articles"
"094419","Wood Kitchenware","c16293","Manufacture of wood articles"
"094420","Wood Ornaments","c16234","Manufacture of wood containers"
"094420","Wood Ornaments","c16293","Manufacture of wood articles"
"094421","Other Wood Articles","c16226","Manufacture of wooden structures"
"094421","Other Wood Articles","c16293","Manufacture of wood articles"
"094501","Raw Cork","a02209","Forest production - native forests"
"094501","Raw Cork","c16293","Manufacture of wood articles"
"094502","Debacked Cork","c16293","Manufacture of wood articles"
"094503","Natural Cork Articles","c16293","Manufacture of wood articles"
"094504","Agglomerated Cork","c16293","Manufacture of wood articles"
"094601","Plaiting Products","c16293","Manufacture of wood articles"
"094602","Basketwork","c16293","Manufacture of wood articles"
104701,"Mechanical Wood Pulp","c17109","Manufacture of pulp"
104702,"Dissolving Grades Chemical Woodpulp","c17109","Manufacture of pulp"
104703,"Sulfate Chemical Woodpulp","c17109","Manufacture of pulp"
104704,"Sulfite Chemical Woodpulp","c17109","Manufacture of pulp"
104705,"Semichemical Woodpulp","c17109","Manufacture of pulp"
104706,"Recovered Paper Pulp","c17109","Manufacture of pulp"
104707,"Recovered Paper","c17214","Manufacture of paper"
104802,"Uncoated Paper","c17214","Manufacture of paper"
104803,"Facial Tissue","c17109","Manufacture of pulp"
104803,"Facial Tissue","c17214","Manufacture of paper"
104804,"Uncoated Kraft Paper","c17214","Manufacture of paper"
104805,"Other Uncoated Paper","c17214","Manufacture of paper"
104805,"Other Uncoated Paper","c17222","Manufacture of cardboard and paperboard"
104806,"Vegetable Parchment","c17214","Manufacture of paper"
104807,"Composite Paper","c17214","Manufacture of paper"
104808,"Corrugated Paper","c17214","Manufacture of paper"
104809,"Carbon Paper","c17214","Manufacture of paper"
104810,"Kaolin Coated Paper","c17214","Manufacture of paper"
104811,"Cellulose Fibers Paper","c17214","Manufacture of paper"
104812,"Paper Pulp Filter Blocks","c17494","Manufacture of cellulose pulp products"
104813,"Cigarette Paper","c17311","Manufacture of paper packaging items"
104814,"Wallpaper","c17494","Manufacture of cellulose pulp products"
104816,"Other Copying Papers","c17419","Manufacture of paper products"
104817,"Letterstock","c17419","Manufacture of paper products"
104818,"Toilet Paper","c17427","Manufacture of hygienic tissue papers"
104818,"Toilet Paper","c17494","Manufacture of cellulose pulp products"
104819,"Paper Containers","c17311","Manufacture of paper packaging items"
104819,"Paper Containers","c17419","Manufacture of paper products"
104820,"Paper Notebooks and Binders","c17419","Manufacture of paper products"
104820,"Paper Notebooks and Binders","c17494","Manufacture of cellulose pulp products"
104821,"Paper Labels","c17419","Manufacture of paper products"
104822,"Paper Spools","c17494","Manufacture of cellulose pulp products"
104823,"Shaped Paper","c17419","Manufacture of paper products"
104823,"Shaped Paper","c17427","Manufacture of hygienic tissue papers"
104823,"Shaped Paper","c17494","Manufacture of cellulose pulp products"
104901,"Brochures","j58115","Publishing of books"
104902,"Newspapers","j58123","Publishing of newspapers"
104902,"Newspapers","j58131","Publishing of journals and periodicals"
104903,"Children's Picture Books","j58115","Publishing of books"
104904,"Sheet Music","j59201","Activities related to sound recording and music publishing"
104905,"Maps and Charts","j58212","Printing of books"
104906,"Architectural Plans","m71197","Architecture and engineering"
104907,"Postage Stamps","c18121","Printing of safety materials"
104908,"Paper Engraving Transfers","c18130","Printing of items for other purposes"
104909,"Postcards","j58191","Printing of records and other graphic products"
104910,"Calendars","j58191","Printing of records and other graphic products"
104911,"Other Printed Material","c17419","Manufacture of paper products"
104911,"Other Printed Material","j58191","Printing of records and other graphic products"
115001,"Silkworm Cocoons","a01598","Farming of other animals"
115002,"Raw Silk","c13120","Preparation and spinning of natural textile fibers"
115003,"Silk Waste","c13120","Preparation and spinning of natural textile fibers"
115004,"Non-Retail Silk Yarn","c13120","Preparation and spinning of natural textile fibers"
115005,"Silk Waste Yarn","c13120","Preparation and spinning of natural textile fibers"
115006,"Retail Silk Yarn","c13120","Preparation and spinning of natural textile fibers"
115007,"Silk Fabrics","c13227","Natural textile weaving yarns"
115101,"Wool","a01539","Farming of sheep and goats"
115101,"Wool","c10112","Cattle slaughtering"
115101,"Wool","c13120","Preparation and spinning of natural textile fibers"
115102,"Animal Hair","a01539","Farming of sheep and goats"
115102,"Animal Hair","a01598","Farming of other animals"
115103,"Wool or Animal Hair Waste","c13120","Preparation and spinning of natural textile fibers"
115104,"Garnetted Wool or Animal Hair","c13120","Preparation and spinning of natural textile fibers"
115105,"Prepared Wool or Animal Hair","c13120","Preparation and spinning of natural textile fibers"
115106,"Non-Retail Carded Wool Yarn","c13120","Preparation and spinning of natural textile fibers"
115107,"Non-Retail Combed Wool Yarn","c13120","Preparation and spinning of natural textile fibers"
115108,"Non-Retail Animal Hair Yarn","c13120","Preparation and spinning of natural textile fibers"
115109,"Retail Wool or Animal Hair Yarn","c13120","Preparation and spinning of natural textile fibers"
115110,"Horsehair Yarn","c13120","Preparation and spinning of natural textile fibers"
115111,"Carded Wool or Animal Hair Fabric","a01512","Cattle farming"
115111,"Carded Wool or Animal Hair Fabric","c13227","Natural textile weaving yarns"
115112,"Combed Wool or Animal Hair Fabric","c13227","Natural textile weaving yarns"
115113,"Horsehair Fabric","c13227","Natural textile weaving yarns"
115201,"Raw Cotton","a01121","Growing of herbaceous cotton"
115202,"Cotton Waste","c13111","Preparation and spinning of cotton fibers"
115203,"Prepared Cotton","c13111","Preparation and spinning of cotton fibers"
115204,"Cotton Sewing Thread","c13146","Manufacture of sewing and embroidery threads"
115205,"Non-Retail Pure Cotton Yarn","c13111","Preparation and spinning of cotton fibers"
115206,"Non-Retail Mixed Cotton Yarn","c13111","Preparation and spinning of cotton fibers"
115207,"Retail Cotton Yarn","c13111","Preparation and spinning of cotton fibers"
115208,"Light Pure Woven Cotton","c13219","Cotton weaving yarns"
115209,"Heavy Pute Woven Cotton","c13219","Cotton weaving yarns"
115210,"Light Mixed Woven Cotton","c13219","Cotton weaving yarns"
115211,"Heavy Mixed Woven Cotton","c13219","Cotton weaving yarns"
115212,"Other Cotton Fabrics","c13219","Cotton weaving yarns"
115301,"Flax Fibers","a01199","Growing of other non-perennial crops"
115301,"Flax Fibers","c13120","Preparation and spinning of natural textile fibers"
115302,"Hemp Fibers","a01121","Growing of herbaceous cotton"
115302,"Hemp Fibers","c13120","Preparation and spinning of natural textile fibers"
115303,"Jute and Other Textile Fibers","a01121","Growing of herbaceous cotton"
115303,"Jute and Other Textile Fibers","c13120","Preparation and spinning of natural textile fibers"
115305,"Coconut and Other Vegetable Fibers","a01393","Growing of other perennial fruit crops"
115305,"Coconut and Other Vegetable Fibers","c13120","Preparation and spinning of natural textile fibers"
115306,"Flax Yarn","c13120","Preparation and spinning of natural textile fibers"
115307,"Jute Yarn","c13120","Preparation and spinning of natural textile fibers"
115308,"Other Vegetable Fibers Yarn","c13120","Preparation and spinning of natural textile fibers"
115309,"Flax Woven Fabric","c13227","Natural textile weaving yarns"
115310,"Jute Woven Fabric","c13227","Natural textile weaving yarns"
115311,"Other Vegetable Fibers Fabric","c13227","Natural textile weaving yarns"
115401,"Artificial Filament Sewing Thread","c13146","Manufacture of sewing and embroidery threads"
115402,"Non-Retail Synthetic Filament Yarn","c13138","Spinning of artificial and synthetic fibers"
115402,"Non-Retail Synthetic Filament Yarn","c20401","Manufacture of artificial and synthetic fibers"
115403,"Non-Retail Artificial Filament Yarn","c13138","Spinning of artificial and synthetic fibers"
115403,"Non-Retail Artificial Filament Yarn","c20401","Manufacture of artificial and synthetic fibers"
115404,"Synthetic Monofilament","c20401","Manufacture of artificial and synthetic fibers"
115405,"Artificial Monofilament","c20401","Manufacture of artificial and synthetic fibers"
115406,"Retail Artificial Filament Yarn","c13138","Spinning of artificial and synthetic fibers"
115407,"Synthetic Filament Yarn Woven Fabric","c13235","Artificial and synthetic weaving yarns"
115408,"Artificial Filament Yarn Woven Fabric","c13235","Artificial and synthetic weaving yarns"
115501,"Synthetic Filament Tow","c20401","Manufacture of artificial and synthetic fibers"
115502,"Artificial Filament Tow","c20401","Manufacture of artificial and synthetic fibers"
115503,"Unprocessed Synthetic Staple Fibers","c20401","Manufacture of artificial and synthetic fibers"
115504,"Unprocessed Artificial Staple Fibers","c20401","Manufacture of artificial and synthetic fibers"
115505,"Artificial Fibers Waste","c20401","Manufacture of artificial and synthetic fibers"
115506,"Processed Synthetic Staple Fibers","c13138","Spinning of artificial and synthetic fibers"
115507,"Processed Artificial Staple Fibers","c13138","Spinning of artificial and synthetic fibers"
115508,"Non-Retail Artificial Staple Fibers Sewing Thread","c13146","Manufacture of sewing and embroidery threads"
115509,"Non-Retail Synthetic Staple Fibers Yarn","c13138","Spinning of artificial and synthetic fibers"
115510,"Non-Retail Artificial Staple Fibers Yarn","c13138","Spinning of artificial and synthetic fibers"
115511,"Retail Artificial Staple Fibers Yarn","c13138","Spinning of artificial and synthetic fibers"
115512,"Synthetic Fabrics","c13235","Artificial and synthetic weaving yarns"
115513,"Light Synthetic Cotton Fabrics","c13235","Artificial and synthetic weaving yarns"
115514,"Heavy Synthetic Cotton Fabrics","c13235","Artificial and synthetic weaving yarns"
115515,"Other Synthetic Fabrics","c13235","Artificial and synthetic weaving yarns"
115516,"Artificial Fabrics","c13235","Artificial and synthetic weaving yarns"
115601,"Wadding","c12204","Production of tobacco products"
115601,"Wadding","c13545","Manufacture of special fabrics"
115601,"Wadding","c17427","Manufacture of hygienic tissue papers"
115602,"Felt","c13545","Manufacture of special fabrics"
115603,"Non-woven Textiles","c13545","Manufacture of special fabrics"
115604,"Rubber Textiles","c13596","Manufacture of other textile products"
115605,"Metallic Yarn","c13596","Manufacture of other textile products"
115606,"Gimp Yarn","c13596","Manufacture of other textile products"
115607,"Twine and Rope","c13537","Manufacture of cordage articles"
115608,"Netting","c13537","Manufacture of cordage articles"
115609,"Other Articles of Twine and Rope","c13537","Manufacture of cordage articles"
115701,"Knotted Carpets","c13529","Manufacture of tapestry articles"
115702,"Hand-Woven Rugs","c13529","Manufacture of tapestry articles"
115703,"Tufted Carpets","c13529","Manufacture of tapestry articles"
115704,"Felt Carpets","c13529","Manufacture of tapestry articles"
115705,"Other Carpets","c13529","Manufacture of tapestry articles"
115801,"Woven and Chenille Fabrics","c13219","Cotton weaving yarns"
115801,"Woven and Chenille Fabrics","c13227","Natural textile weaving yarns"
115801,"Woven and Chenille Fabrics","c13235","Artificial and synthetic weaving yarns"
115802,"Terry Fabric","c13219","Cotton weaving yarns"
115802,"Terry Fabric","c13227","Natural textile weaving yarns"
115803,"Gauze","c13219","Cotton weaving yarns"
115803,"Gauze","c13227","Natural textile weaving yarns"
115804,"Tulles and Net Fabric","c13596","Manufacture of other textile products"
115805,"Hand-Woven Tapestries","c13529","Manufacture of tapestry articles"
115806,"Narrow Woven Fabric","c13596","Manufacture of other textile products"
115807,"Labels","c13596","Manufacture of other textile products"
115808,"Braids","c13596","Manufacture of other textile products"
115809,"Metallic Fabric","c13545","Manufacture of special fabrics"
115810,"Embroidery Motifs","c13596","Manufacture of other textile products"
115811,"Quilted Textiles","c13511","Manufacture of textile articles for home use"
115901,"Gum Coated Textile Fabric","c13545","Manufacture of special fabrics"
115902,"Polyamide Fabric","c13545","Manufacture of special fabrics"
115903,"Plastic Coated Textile Fabric","c13545","Manufacture of special fabrics"
115904,"Linoleum","c32990","Manufacture of diverse products"
115905,"Textile Wall Coverings","c17494","Manufacture of cellulose pulp products"
115906,"Rubber Textile Fabric","c13545","Manufacture of special fabrics"
115907,"Coated Textile Fabric","c13545","Manufacture of special fabrics"
115908,"Textile Wicks","c13545","Manufacture of special fabrics"
115909,"Hosepiping Textiles","c13545","Manufacture of special fabrics"
115910,"Conveyor Belt Textiles","c13545","Manufacture of special fabrics"
115911,"Technical Use Textiles","c13545","Manufacture of special fabrics"
116001,"Pile Fabric","c13308","Manufacture of knitted fabrics"
116002,"Light Rubberized Knitted Fabric","c13308","Manufacture of knitted fabrics"
116003,"Other Light Knitted Fabric","c13308","Manufacture of knitted fabrics"
116004,"Heavy Rubberized Knitted Fabric","c13308","Manufacture of knitted fabrics"
116005,"Warp Knit Fabrics","c13308","Manufacture of knitted fabrics"
116006,"Other Knit Fabric","c13308","Manufacture of knitted fabrics"
116101,"Knit Men's Coats","c14126","Manufacture of clothes"
116102,"Knit Women's Coats","c14126","Manufacture of clothes"
116103,"Knit Men's Suits","c14126","Manufacture of clothes"
116104,"Knit Women's Suits","c14126","Manufacture of clothes"
116105,"Knit Men's Shirts","c14126","Manufacture of clothes"
116106,"Knit Women's Shirts","c14126","Manufacture of clothes"
116107,"Knit Men's Undergarments","c14118","Manufacture of underwear"
116108,"Knit Women's Undergarmnets","c14118","Manufacture of underwear"
116109,"Knit T-shirts","c14126","Manufacture of clothes"
116110,"Knit Sweaters","c14223","Manufacture of knitted garments and knitwear"
116111,"Knit Babies' Garments","c14126","Manufacture of clothes"
116112,"Knit Activewear","c14126","Manufacture of clothes"
116113,"Knit Raincoats","c14126","Manufacture of clothes"
116114,"Other Knit Garments","c14126","Manufacture of clothes"
116115,"Knit Socks and Hosiery","c14215","Manufacture of socks"
116116,"Knit Gloves","c14142","Manufacture of clothing accessories"
116116,"Knit Gloves","c32922","Manufacture of safety and protection equipment"
116117,"Other Knit Clothing Accessories","c14142","Manufacture of clothing accessories"
116201,"Non-Knit Men's Coats","c14126","Manufacture of clothes"
116202,"Non-Knit Women's Coats","c14126","Manufacture of clothes"
116203,"Non-Knit Men's Suits","c14126","Manufacture of clothes"
116204,"Non-Knit Women's Suits","c14126","Manufacture of clothes"
116205,"Non-Knit Men's Shirts","c14126","Manufacture of clothes"
116206,"Non-Knit Women's Shirts","c14126","Manufacture of clothes"
116207,"Non-Knit Men's Undergarments","c14118","Manufacture of underwear"
116207,"Non-Knit Men's Undergarments","c14126","Manufacture of clothes"
116208,"Non-Knit Women's Undergarments","c14118","Manufacture of underwear"
116209,"Non-Knit Babies' Garments","c14126","Manufacture of clothes"
116210,"Textile Felts Garments","c14126","Manufacture of clothes"
116210,"Textile Felts Garments","c14134","Manufacture of work clothes"
116211,"Non-Knit Activewear","c14126","Manufacture of clothes"
116212,"Other Women's Undergarments","c14118","Manufacture of underwear"
116213,"Handkerchiefs","c14142","Manufacture of clothing accessories"
116214,"Scarves","c14142","Manufacture of clothing accessories"
116215,"Neck Ties","c14142","Manufacture of clothing accessories"
116216,"Non-Knit Gloves","c14142","Manufacture of clothing accessories"
116217,"Other Non-Knit Clothing Accessories","c14142","Manufacture of clothing accessories"
116301,"Blankets","c13219","Cotton weaving yarns"
116301,"Blankets","c13227","Natural textile weaving yarns"
116301,"Blankets","c13235","Artificial and synthetic weaving yarns"
116301,"Blankets","c13511","Manufacture of textile articles for home use"
116301,"Blankets","c27597","Manufacture of other household appliances"
116302,"House Linens","c13219","Cotton weaving yarns"
116302,"House Linens","c13227","Natural textile weaving yarns"
116302,"House Linens","c13235","Artificial and synthetic weaving yarns"
116302,"House Linens","c13511","Manufacture of textile articles for home use"
116303,"Window Dressings","c13511","Manufacture of textile articles for home use"
116304,"Bedspreads","c13219","Cotton weaving yarns"
116304,"Bedspreads","c13227","Natural textile weaving yarns"
116304,"Bedspreads","c13235","Artificial and synthetic weaving yarns"
116304,"Bedspreads","c13511","Manufacture of textile articles for home use"
116305,"Packing Bags","c13219","Cotton weaving yarns"
116305,"Packing Bags","c13227","Natural textile weaving yarns"
116305,"Packing Bags","c13235","Artificial and synthetic weaving yarns"
116305,"Packing Bags","c13596","Manufacture of other textile products"
116306,"Awnings, Tents, and Sails","c13545","Manufacture of special fabrics"
116307,"Other Cloth Articles","c13511","Manufacture of textile articles for home use"
116307,"Other Cloth Articles","c13545","Manufacture of special fabrics"
116308,"Packaged Sewing Sets","c13596","Manufacture of other textile products"
126401,"Waterproof Footwear","c15335","Manufacture of synthetic shoes"
126402,"Rubber Footwear","c15327","Manufacture of running shoes of any material"
126402,"Rubber Footwear","c15335","Manufacture of synthetic shoes"
126403,"Leather Footwear","c15319","Manufacture of leather footwear"
126404,"Textile Footwear","c15327","Manufacture of running shoes of any material"
126404,"Textile Footwear","c15394","Manufacture of footwear of other materials"
126405,"Other Footwear","c15319","Manufacture of leather footwear"
126405,"Other Footwear","c15394","Manufacture of footwear of other materials"
126406,"Footwear Parts","c15408","Manufacture of footwear parts"
126501,"Hat Forms","c14142","Manufacture of clothing accessories"
126502,"Hat Shapes","c14142","Manufacture of clothing accessories"
126504,"Hats","c14142","Manufacture of clothing accessories"
126505,"Knitted Hats","c14142","Manufacture of clothing accessories"
126506,"Other Headwear","c14142","Manufacture of clothing accessories"
126506,"Other Headwear","c22196","Manufacture of other rubber articles"
126506,"Other Headwear","c32922","Manufacture of safety and protection equipment"
126507,"Headbands and Linings","c14142","Manufacture of clothing accessories"
126601,"Umbrellas","c32990","Manufacture of diverse products"
126602,"Walking Sticks","c32990","Manufacture of diverse products"
126603,"Umbrella and Walking Stick Accessories","c32990","Manufacture of diverse products"
126701,"Bird Skins w/ Feathers","c32990","Manufacture of diverse products"
126702,"Artificial Vegetation","c32990","Manufacture of diverse products"
126703,"Processed Hair","c32990","Manufacture of diverse products"
126704,"Fake Hair","c32990","Manufacture of diverse products"
136801,"Curbstones","c23915","Shaping stone blocks"
136802,"Building Stone","c23915","Shaping stone blocks"
136803,"Worked slate","c23915","Shaping stone blocks"
136804,"Milling Stones","c23991","Manufacture of other non-metallic mineral products"
136805,"Abrasive Powder or Grain","c23991","Manufacture of other non-metallic mineral products"
136806,"Rock Wool","c23991","Manufacture of other non-metallic mineral products"
136807,"Articles of asphalt","c23991","Manufacture of other non-metallic mineral products"
136808,"Vegetable Fiber","c23303","Manufacture of concrete and similar products"
136809,"Plaster Articles","c23303","Manufacture of concrete and similar products"
136810,"Cement Articles","c23303","Manufacture of concrete and similar products"
136811,"Cement Compound Articles","c23303","Manufacture of concrete and similar products"
136812,"Asbestos Fibres","c23991","Manufacture of other non-metallic mineral products"
136813,"Friction Material","c23991","Manufacture of other non-metallic mineral products"
136814,"Worked mica","c23991","Manufacture of other non-metallic mineral products"
136815,"Other Stone Materials","c23419","Manufacture of refractory ceramic products"
136815,"Other Stone Materials","c23991","Manufacture of other non-metallic mineral products"
136901,"Bricks","c23419","Manufacture of refractory ceramic products"
136902,"Refractory Bricks","c23419","Manufacture of refractory ceramic products"
136903,"Other Refractory Ceramics","c23419","Manufacture of refractory ceramic products"
136904,"Ceramic Bricks","c23427","Manufacture of non-refractory ceramic products"
136905,"Roofing Tiles","c23427","Manufacture of non-refractory ceramic products"
136906,"Ceramic Pipes","c23427","Manufacture of non-refractory ceramic products"
136907,"Unglazed Ceramics","c23427","Manufacture of non-refractory ceramic products"
136908,"Glazed Ceramics","c23427","Manufacture of non-refractory ceramic products"
136909,"Laboratory Ceramic Ware","c23494","manufacture of other non-refractory ceramic products"
136910,"Ceramic Sinks and Similar","c23494","manufacture of other non-refractory ceramic products"
136911,"Porcelain Tableware","c23494","manufacture of other non-refractory ceramic products"
136912,"Ceramic Tableware","c23494","manufacture of other non-refractory ceramic products"
136913,"Ornamental Ceramics","c23494","manufacture of other non-refractory ceramic products"
136914,"Other Ceramic Articles","c23494","manufacture of other non-refractory ceramic products"
137001,"Glass Scraps","c23192","Manufacture of glass articles"
137002,"Glass Balls","c23192","Manufacture of glass articles"
137003,"Cast or Rolled Glass","c23117","Manufacture of flat glass"
137004,"Blown Glass","c23117","Manufacture of flat glass"
137005,"Float Glass","c23117","Manufacture of flat glass"
137006,"Glass With Edge Workings","c23192","Manufacture of glass articles"
137007,"Safety Glass","c23117","Manufacture of flat glass"
137008,"Insulating Glass","c23192","Manufacture of glass articles"
137009,"Glass Mirrors","c23192","Manufacture of glass articles"
137010,"Glass Bottles","c23125","Manufacture of glass containers"
137011,"Glass Bulbs","a01199","Growing of other non-perennial crops"
137011,"Glass Bulbs","c23192","Manufacture of glass articles"
137013,"Interior Decorative Glassware","c23192","Manufacture of glass articles"
137014,"Signaling Glassware","c23192","Manufacture of glass articles"
137015,"Clock Glass","c23192","Manufacture of glass articles"
137016,"Glass Bricks","c23192","Manufacture of glass articles"
137017,"Laboratory Glassware","c23192","Manufacture of glass articles"
137018,"Glass Beads and Imitations","c23192","Manufacture of glass articles"
137019,"Glass Fibers","a01199","Growing of other non-perennial crops"
137019,"Glass Fibers","c13235","Artificial and synthetic weaving yarns"
137019,"Glass Fibers","c23192","Manufacture of glass articles"
137020,"Other Glass Articles","a01199","Growing of other non-perennial crops"
137020,"Other Glass Articles","c23192","Manufacture of glass articles"
147101,"Pearls","a03116","Saltwater fishing"
147101,"Pearls","a03213","Aquaculture in brackish and salt water"
147101,"Pearls","c10325","Vegetables canning"
147101,"Pearls","c32116","Manufacture of goldsmithery and jewelry articles"
147102,"Diamonds","b08932","Gemstones extraction"
147102,"Diamonds","c10325","Vegetables canning"
147102,"Diamonds","c32116","Manufacture of goldsmithery and jewelry articles"
147103,"Precious Stones","b08932","Gemstones extraction"
147103,"Precious Stones","c10325","Vegetables canning"
147103,"Precious Stones","c32116","Manufacture of goldsmithery and jewelry articles"
147104,"Semi-Precious Stones","c10325","Vegetables canning"
147104,"Semi-Precious Stones","c20193","Manufacture of other inorganic chemicals"
147104,"Semi-Precious Stones","c32116","Manufacture of goldsmithery and jewelry articles"
147105,"Precious Stone Dust","c32116","Manufacture of goldsmithery and jewelry articles"
147106,"Silver","c24423","Metallurgy of precious metals"
147107,"Silver-Clad Metals","c24423","Metallurgy of precious metals"
147108,"Gold","c10325","Vegetables canning"
147108,"Gold","c24423","Metallurgy of precious metals"
147109,"Gold-Clad Metals","c10325","Vegetables canning"
147109,"Gold-Clad Metals","c24423","Metallurgy of precious metals"
147110,"Platinum","c24423","Metallurgy of precious metals"
147111,"Platinum-Clad Metals","c24423","Metallurgy of precious metals"
147112,"Precious Metal Scraps","c10325","Vegetables canning"
147112,"Precious Metal Scraps","c24423","Metallurgy of precious metals"
147113,"Jewellery","c32116","Manufacture of goldsmithery and jewelry articles"
147114,"Goldsmiths Articles","c10325","Vegetables canning"
147114,"Goldsmiths Articles","c32116","Manufacture of goldsmithery and jewelry articles"
147115,"Other Precious Metal Products","c10325","Vegetables canning"
147115,"Other Precious Metal Products","c32116","Manufacture of goldsmithery and jewelry articles"
147116,"Pearl Products","c32116","Manufacture of goldsmithery and jewelry articles"
147117,"Imitation Jewellery","c32124","Manufacture of costume jewelry"
147118,"Coin","c32116","Manufacture of goldsmithery and jewelry articles"
157201,"Pig Iron","c24113","Production of pig iron"
157202,"Ferroalloys","c24121","Production of ferroalloys"
157203,"Iron Reductions","c24113","Production of pig iron"
157204,"Scrap Iron","c24211","Production of semi-finished steel"
157205,"Iron Powder","c25993","Manufacture of other metal products"
157206,"Iron Ingots","c24211","Production of semi-finished steel"
157207,"Semi-Finished Iron Products","c24211","Production of semi-finished steel"
157208,"Hot-Rolled Iron Products","c24229","Production of flat-rolled steel products"
157209,"Cold-Rolled Iron Products","c24229","Production of flat-rolled steel products"
157210,"Coated Flat-Rolled Iron Products","c24229","Production of flat-rolled steel products"
157211,"Large Flat-Rolled Iron Products","c24245","Production of re-rolled, drawn and shaped products"
157212,"Large Coated Flat-Rolled Iron Products","c24245","Production of re-rolled, drawn and shaped products"
157213,"Hot-Rolled Iron Bars","c24237","Production of long-rolled steel products"
157214,"Raw Iron Bars","c24237","Production of long-rolled steel products"
157215,"Other Iron Bars","c24237","Production of long-rolled steel products"
157216,"Iron Blocks","c24237","Production of long-rolled steel products"
157216,"Iron Blocks","c24245","Production of re-rolled, drawn and shaped products"
157217,"Iron Wire","c24245","Production of re-rolled, drawn and shaped products"
157218,"Stainless Steel Ingots","c24211","Production of semi-finished steel"
157219,"Large Flat-Rolled Stainless Steel","c24229","Production of flat-rolled steel products"
157220,"Narrow Flat-Rolled Stainless Steel","c24229","Production of flat-rolled steel products"
157221,"Hot-Rolled Stainless Steel Bars","c24237","Production of long-rolled steel products"
