"year","hs4","pci"
2000,1003,0.590518
2000,1004,0.629886
2000,1005,-1.00378
2000,1006,-1.16986
2000,1007,-0.904246
2000,1008,-0.409101
2000,1101,-0.492462
2000,1102,-1.11855
2000,1103,-0.528768
2000,1104,0.00893059
2000,1105,0.243382
2000,1106,-1.43978
2000,1107,0.353188
2000,1108,-0.327814
2000,1109,1.127
2000,1201,-0.748984
2000,1202,-1.7278
2000,1203,-2.23541
2000,1204,0.977622
2000,1205,0.329626
2000,1206,-0.277253
2000,1207,-2.04067
2000,1208,-0.799622
2000,1209,-0.785973
2000,1210,0.687944
2000,1211,-1.98117
2000,1212,-1.68279
2000,1213,-0.578159
2000,1214,0.132266
2000,1301,-1.87884
2000,1302,-1.01479
2000,1401,-1.66409
2000,1402,-1.66611
2000,1403,-1.60636
2000,1404,-1.78537
2000,1501,0.494469
2000,1502,0.0883221
2000,1503,-0.399958
2000,1504,-0.329119
2000,1505,0.414106
2000,1506,1.37068
2000,1507,-1.00533
2000,1508,-0.940656
2000,1509,-0.871071
2000,1510,-1.29303
2000,1511,-1.95084
2000,1512,-0.768421
2000,1513,-2.36738
2000,1514,0.347997
2000,1515,-0.865404
2000,1516,-0.584887
2000,1517,-0.646165
2000,1518,0.608101
2000,1519,-0.225874
2000,1520,-1.51926
2000,1521,-1.52269
2000,1522,-0.862668
2000,1601,0.0293064
2000,1602,-0.0524185
2000,1603,-0.493052
2000,1604,-1.3164
2000,1605,-1.01446
2000,1701,-1.62908
2000,1702,0.0509643
2000,1703,-1.35204
2000,1704,-0.521531
2000,1801,-2.88295
2000,1802,-2.09665
2000,1803,-1.37091
2000,1804,-1.6341
2000,1805,-1.04577
2000,1806,0.172987
2000,1901,0.409482
2000,1902,-1.51221
2000,1903,-1.75944
2000,1904,0.392101
2000,1905,-0.0479783
2000,2001,-1.1495
2000,2002,-1.32828
2000,2003,-0.818278
2000,2004,0.253852
2000,2005,-1.11513
2000,2006,-0.877794
2000,2007,-0.566078
2000,2008,-1.3296
2000,2009,-0.902657
2000,2101,-0.336368
2000,2102,-0.450236
2000,2103,-0.395742
2000,2104,-0.396631
2000,2105,0.0646874
2000,2106,-0.459292
2000,2201,-0.0173177
2000,2202,-0.372192
2000,2203,-0.307401
2000,2204,-0.180381
2000,2205,-0.339645
2000,2206,0.256024
2000,2207,-1.01631
2000,2208,-0.0933586
2000,2209,-0.161876
2000,2301,-0.952283
2000,2302,-1.40156
2000,2303,0.191089
2000,2304,-0.882066
2000,2305,-1.54864
2000,2306,-1.31079
2000,2307,-0.193246
2000,2308,-0.628463
2000,2309,-0.0395978
2000,2401,-1.61036
2000,2402,-0.638859
2000,2403,-0.262974
2000,2501,-0.914478
2000,2502,0.510532
2000,2503,-0.569281
2000,2504,-0.144655
2000,2505,-0.325443
2000,2506,-0.56354
2000,2507,0.525248
2000,2508,0.201271
2000,2509,0.319193
2000,2510,-1.38922
2000,2511,-1.18273
2000,2512,-0.266431
2000,2513,-0.548608
2000,2514,0.0548016
2000,2515,-1.48204
2000,2516,-0.579742
2000,2517,-0.119557
2000,2518,-0.31854
2000,2519,0.382301
2000,2520,-0.752185
2000,2521,-0.57268
2000,2522,-0.196138
2000,2523,-1.16482
2000,2524,-0.474648
2000,2525,0.204233
2000,2526,0.298881
2000,2527,-0.230642
2000,2528,-1.30389
2000,2529,-0.963883
2000,2530,-0.623752
2000,2601,-0.217961
2000,2602,-1.47911
2000,2603,-1.28238
2000,2604,-0.438292
2000,2605,-1.22467
2000,2606,-1.25201
2000,2607,-0.648022
2000,2608,-0.888258
2000,2609,-1.8487
2000,2610,-2.00432
2000,2611,-0.907075
2000,2612,0.609794
2000,2613,-0.3491
2000,2614,-0.663289
2000,2615,-1.67467
2000,2616,-1.25747
2000,2617,-0.735586
2000,2618,0.722233
2000,2619,0.207526
2000,2620,-0.475078
2000,2621,0.472857
2000,2701,-0.656956
2000,2702,0.485116
2000,2703,0.430268
2000,2704,0.0388252
2000,2705,0.32447
2000,2706,0.400785
2000,2707,-0.582246
2000,2708,0.146208
2000,2709,-2.19277
2000,2710,-1.18581
2000,2711,-1.37495
2000,2712,-0.0579551
2000,2713,-0.34951
2000,2714,-1.08347
2000,2715,-0.411755
2000,2716,-0.301798
2000,2801,-0.510909
2000,2802,-0.799593
2000,2803,-0.173657
2000,2804,0.293964
2000,2805,0.487175
2000,2806,0.0942815
2000,2807,-0.593459
2000,2808,0.159346
2000,2809,-0.579228
2000,2810,-0.0310004
2000,2811,0.735606
2000,2812,2.00903
2000,2813,0.72644
2000,2814,-0.772916
2000,2815,-0.0738079
2000,2816,0.889221
2000,2817,0.144837
2000,2818,-0.270274
2000,2819,0.196965
2000,2820,-0.156697
2000,2821,0.645057
2000,2822,1.57094
2000,2823,0.873877
2000,2824,-0.350397
2000,2825,0.643011
2000,2826,0.417152
2000,2827,0.371318
2000,2828,-0.446405
2000,2829,0.845075
2000,2830,0.358967
2000,2831,-0.156802
2000,2832,0.226659
2000,2833,-0.355308
2000,2834,0.0480143
2000,2835,0.533608
2000,2836,0.385553
2000,2837,0.150761
2000,2838,0.835672
2000,2839,-0.112145
2000,2840,0.622651
2000,2841,0.718335
2000,2842,1.77209
2000,2843,0.903476
2000,2844,0.473871
2000,2845,0.885454
2000,2846,0.917588
2000,2847,0.817052
2000,2848,0.719667
2000,2849,0.684554
2000,2850,1.56242
2000,2851,0.770989
2000,2901,0.128834
2000,2902,0.202872
2000,2903,0.4417
2000,2904,0.244069
2000,2905,-0.0106785
2000,2906,0.54235
2000,2907,1.86869
2000,2908,1.34224
2000,2909,0.209466
2000,2910,0.881147
2000,2911,1.45426
2000,2912,1.08575
2000,2913,1.41742
2000,2914,1.44656
2000,2915,1.29849
2000,2916,0.94272
2000,2917,0.246148
2000,2918,0.854171
2000,2919,1.69985
2000,2920,1.20474
2000,2921,1.05812
2000,2922,0.576841
2000,2923,1.5073
2000,2924,1.50646
2000,2925,1.19376
2000,2926,0.850341
2000,2927,0.617765
2000,2928,0.818999
2000,2929,0.868036
2000,2930,1.60337
2000,2931,1.56136
2000,2932,1.03158
2000,2933,1.2078
2000,2934,1.77409
2000,2935,1.2671
2000,2936,0.829697
2000,2937,1.70499
2000,2938,0.130695
2000,2939,0.488301
2000,2940,1.47222
2000,2941,0.442991
2000,2942,-0.0836864
2000,3001,0.732077
2000,3002,0.819202
2000,3003,0.693099
2000,3004,0.291543
2000,3005,0.755785
2000,3006,1.39225
2000,3101,-0.64842
2000,3102,-0.557905
2000,3103,-0.923691
2000,3104,0.441898
2000,3105,-0.245086
2000,3201,-0.657466
2000,3202,0.0639807
2000,3203,-0.603817
2000,3204,0.713937
2000,3205,-0.655296
2000,3206,1.273
2000,3207,1.08726
2000,3208,0.58436
2000,3209,0.0893644
2000,3210,0.0754002
2000,3211,0.0877039
2000,3212,0.441757
2000,3213,1.02177
2000,3214,0.98319
2000,3215,1.72201
2000,3301,-1.04437
2000,3302,0.891651
2000,3303,0.0368792
2000,3304,0.458919
2000,3305,-0.400748
2000,3306,-0.497828
2000,3307,0.41709
2000,3401,-0.994448
2000,3402,-0.155212
2000,3403,1.89369
2000,3404,1.3168
2000,3405,0.133815
2000,3406,-0.428811
2000,3407,0.65445
2000,3501,0.254271
2000,3502,0.770665
2000,3503,0.24096
2000,3504,0.890077
2000,3505,1.20943
2000,3506,0.746728
2000,3507,0.864231
2000,3601,1.14035
2000,3602,0.0477499
2000,3603,0.00912001
2000,3604,-0.839705
2000,3605,-1.03533
2000,3606,0.585817
2000,3701,1.41163
2000,3702,1.48462
2000,3703,1.24637
2000,3704,0.862765
2000,3705,1.53163
2000,3706,0.218662
2000,3707,1.65118
2000,3801,0.76115
2000,3802,-0.274708
2000,3803,0.458775
2000,3804,2.0109
2000,3805,-0.149708
2000,3806,0.106773
2000,3807,1.50511
2000,3808,-0.0233264
2000,3809,0.780806
2000,3810,1.41939
2000,3811,1.36446
2000,3812,1.61015
2000,3813,1.0736
2000,3814,-0.113772
2000,3815,1.1138
2000,3816,1.17147
2000,3817,-0.21517
2000,3818,1.63418
2000,3819,0.388559
2000,3820,0.930597
2000,3821,2.22083
2000,3822,2.2737
2000,3823,1.48777
2000,3901,0.265088
2000,3902,0.487257
2000,3903,0.358676
2000,3904,0.0871591
2000,3905,1.09845
2000,3906,1.8598
2000,3907,0.777367
2000,3908,1.37354
2000,3909,1.41807
2000,3910,1.98275
2000,3911,1.26844
2000,3912,1.31171
2000,3913,0.493034
2000,3914,1.65797
2000,3915,0.156036
2000,3916,0.270985
2000,3917,0.0617879
2000,3918,0.847974
2000,3919,0.988259
2000,3920,0.658866
2000,3921,0.801335
2000,3922,0.36921
2000,3923,-0.199679
2000,3924,-0.989024
2000,3925,0.285945
2000,3926,0.231996
2000,4001,-2.72717
2000,4002,0.766372
2000,4003,-0.600338
2000,4004,-0.37302
2000,4005,1.35985
2000,4006,0.161977
2000,4007,-0.944972
2000,4008,0.64743
2000,4009,1.29129
2000,4010,0.652677
2000,4011,-0.121291
2000,4012,0.10878
2000,4013,-0.685728
2000,4014,0.125401
2000,4015,-1.41713
2000,4016,0.839433
2000,4017,-0.466977
2000,4101,-0.585278
2000,4102,-1.28454
2000,4103,-1.1157
2000,4104,-0.95494
2000,4105,-1.62064
2000,4106,-1.70849
2000,4107,-0.507699
2000,4108,-0.942195
2000,4109,-0.582424
2000,4110,-0.333086
2000,4111,-0.0994234
2000,4201,-0.318351
2000,4202,-1.67951
2000,4203,-1.43315
2000,4204,-0.610997
2000,4205,-0.424731
2000,4206,-0.216655
2000,4301,0.522664
2000,4302,-0.131264
2000,4303,-0.472842
2000,4304,-0.712319
2000,4401,-0.771432
2000,4402,-1.54639
2000,4403,-1.02182
2000,4404,-0.70672
2000,4405,0.180217
2000,4406,-0.615711
2000,4407,-0.907571
2000,4408,-0.818402
2000,4409,-0.804376
2000,4410,0.247046
2000,4411,-0.0373245
2000,4412,-1.05336
2000,4413,-1.00922
2000,4414,-0.647957
2000,4415,0.0578604
2000,4416,-0.0768128
2000,4417,-0.579255
2000,4418,-0.244181
2000,4419,-0.890429
2000,4420,-1.77072
2000,4421,-0.948717
2000,4501,-1.53613
2000,4502,-1.03456
2000,4503,-0.800938
2000,4504,-0.267223
2000,4601,-1.81264
2000,4602,-2.04023
2000,4701,1.23403
2000,4702,0.799601
2000,4703,0.286964
2000,4704,0.889177
2000,4705,1.55232
2000,4706,-0.55683
2000,4707,-0.142541
2000,4801,0.910564
2000,4802,0.678284
2000,4803,-0.156501
2000,4804,0.402424
2000,4805,0.391427
2000,4806,1.35044
2000,4807,0.681537
2000,4808,0.221946
2000,4809,0.67066
2000,4810,1.1354
2000,4811,1.2974
2000,4812,0.302229
2000,4813,0.764942
2000,4814,0.800222
2000,4815,0.106158
2000,4816,0.46863
2000,4817,0.665137
2000,4818,0.117168
2000,4819,-0.113937
2000,4820,-0.940699
2000,4821,-0.228554
2000,4822,0.532936
2000,4823,0.478314
2000,4901,0.51396
2000,4902,0.780656
2000,4903,-0.45969
2000,4904,1.57652
2000,4905,0.473448
2000,4906,0.741651
2000,4907,-0.558711
2000,4908,1.05699
2000,4909,0.0060035
2000,4910,0.313876
2000,4911,1.22645
2000,5001,-1.61338
2000,5002,-1.38579
2000,5003,-1.53047
2000,5004,-0.709376
2000,5005,-1.15035
2000,5006,-1.12212
2000,5007,-1.29992
2000,5101,-1.31739
2000,5102,-0.974821
2000,5103,-0.368746
2000,5104,-0.70434
2000,5105,-0.0439677
2000,5106,-0.209991
2000,5107,-0.383373
2000,5108,0.00809561
2000,5109,-0.582205
2000,5110,-0.559586
2000,5111,-0.283491
2000,5112,0.0185855
2000,5113,0.0659336
2000,5201,-1.91932
2000,5202,-1.54559
2000,5203,-1.51219
2000,5204,-1.25071
2000,5205,-1.43356
2000,5206,-1.54919
2000,5207,-1.34731
2000,5208,-1.31503
2000,5209,-1.29927
2000,5210,-0.808175
2000,5211,-0.89631
2000,5212,-1.12987
2000,5301,-0.468879
2000,5302,-0.776353
2000,5303,-2.65447
2000,5304,-1.47893
2000,5305,-2.19667
2000,5306,0.154534
2000,5307,-2.24411
2000,5308,-1.45437
2000,5309,0.269421
2000,5310,-2.27113
2000,5311,-1.66425
2000,5401,-0.401903
2000,5402,0.325616
2000,5403,0.505667
2000,5404,0.567103
2000,5405,0.477184
2000,5406,-0.541582
2000,5407,-0.998653
2000,5408,-0.0303102
2000,5501,0.167939
2000,5502,1.36362
2000,5503,0.00631906
2000,5504,1.25123
2000,5505,-0.291496
2000,5506,-0.139163
2000,5507,0.075555
2000,5508,-1.44093
2000,5509,-1.01401
2000,5510,-0.556568
2000,5511,-0.725971
2000,5512,-0.273182
2000,5513,-1.57659
2000,5514,-1.02109
2000,5515,-0.745812
2000,5516,-0.455136
2000,5601,-0.37104
2000,5602,1.12767
2000,5603,0.897003
2000,5604,-0.427594
2000,5605,0.192837
2000,5606,0.602446
2000,5607,-1.05091
2000,5608,-0.958423
2000,5609,-0.941434
2000,5701,-1.74499
2000,5702,-0.750666
2000,5703,0.206801
2000,5704,0.826583
2000,5705,-0.364349
2000,5801,-0.396777
2000,5802,-0.731799
2000,5803,-0.0550087
2000,5804,-0.674948
2000,5805,-1.08451
2000,5806,0.0176474
2000,5807,-0.660922
2000,5808,-0.86849
2000,5809,-0.319554
2000,5810,-0.721013
2000,5811,0.0302232
2000,5901,-0.126945
2000,5902,-0.539
2000,5903,0.501926
2000,5904,1.35469
2000,5905,1.37818
2000,5906,0.546802
2000,5907,0.51918
2000,5908,-0.32851
2000,5909,0.222598
2000,5910,0.979066
2000,5911,1.68313
2000,6001,-0.95649
2000,6002,-0.955059
2000,6101,-1.73268
2000,6102,-1.52553
2000,6103,-1.82157
2000,6104,-1.64682
2000,6105,-2.04998
2000,6106,-1.68112
2000,6107,-1.55078
2000,6108,-1.49717
2000,6109,-1.88338
2000,6110,-1.81217
2000,6111,-1.97723
2000,6112,-1.51936
2000,6113,-2.1136
2000,6114,-1.45726
2000,6115,-1.11922
2000,6116,-1.81157
2000,6117,-1.16802
2000,6201,-1.41501
2000,6202,-1.3033
2000,6203,-1.44973
2000,6204,-1.52368
2000,6205,-1.88817
2000,6206,-1.7957
2000,6207,-1.89845
2000,6208,-2.03186
2000,6209,-1.89644
2000,6210,-1.36128
2000,6211,-1.49179
2000,6212,-1.30696
2000,6213,-1.31193
2000,6214,-0.881509
2000,6215,-1.24476
2000,6216,-2.53113
2000,6217,-1.22923
2000,6301,-1.2439
2000,6302,-1.33208
2000,6303,-0.69669
2000,6304,-1.03636
2000,6305,-1.62154
2000,6306,-1.35299
2000,6307,-1.19146
2000,6308,-0.0205421
2000,6309,0.104867
2000,6310,-0.89601
2000,6401,-1.19242
2000,6402,-1.50957
2000,6403,-1.15912
2000,6404,-1.37646
2000,6405,-1.12457
2000,6406,-0.667234
2000,6501,-1.01155
2000,6502,-2.50495
2000,6503,-0.814606
2000,6504,-2.09833
2000,6505,-2.23294
2000,6506,-0.608432
2000,6507,-0.393684
2000,6601,-1.08936
2000,6602,-0.260841
2000,6603,-0.331288
2000,6701,-0.633271
2000,6702,-1.74912
2000,6703,-1.21242
2000,6704,-1.80031
2000,6801,-0.755769
2000,6802,-1.24278
2000,6803,0.131507
2000,6804,0.891445
2000,6805,1.53233
2000,6806,1.22089
2000,6807,0.50206
2000,6808,0.116036
2000,6809,0.47178
2000,6810,0.135949
2000,6811,-0.503674
2000,6812,-0.3559
2000,6813,0.313272
2000,6814,0.793054
2000,6815,1.01324
2000,6901,-0.0596553
2000,6902,0.557427
2000,6903,1.3664
2000,6904,-0.317233
2000,6905,0.0738162
2000,6906,0.920218
2000,6907,-0.244334
2000,6908,-0.842425
2000,6909,2.20226
2000,6910,-0.625379
2000,6911,-0.726323
2000,6912,-1.04163
2000,6913,-1.20781
2000,6914,-0.320015
2000,7001,0.356535
2000,7002,0.938842
2000,7003,0.141485
2000,7004,-0.170473
2000,7005,0.209065
2000,7006,-0.232323
2000,7007,0.64899
2000,7008,1.23701
2000,7009,0.51298
2000,7010,-0.628295
2000,7011,0.421186
2000,7012,-0.258815
2000,7013,0.073255
2000,7014,1.10655
2000,7015,0.225504
2000,7016,-0.116427
2000,7017,1.3899
2000,7018,-0.347121
2000,7019,1.01319
2000,7020,0.506519
2000,7101,-0.376242
2000,7102,-1.32773
2000,7103,-1.47283
2000,7104,-0.302106
2000,7105,-0.289802
2000,7106,-0.35101
2000,7107,0.938464
2000,7108,-1.01029
2000,7109,0.708078
2000,7110,1.87493
2000,7111,0.908942
2000,7112,-0.571503
2000,7113,-1.26959
2000,7114,-0.502116
2000,7115,0.384548
2000,7116,-1.10734
2000,7117,-0.707909
2000,7118,-0.694479
2000,7201,-0.387126
2000,7202,-0.526651
2000,7203,-0.633504
2000,7204,0.0234739
2000,7205,1.03312
2000,7206,-0.559553
2000,7207,-0.696304
2000,7208,0.238007
2000,7209,-0.0845778
2000,7210,0.179035
2000,7211,1.07605
2000,7212,1.05628
2000,7213,0.107579
2000,7214,-0.753966
2000,7215,0.533536
2000,7216,-0.0868062
2000,7217,-0.0516098
2000,7218,0.432755
2000,7219,0.956492
2000,7220,1.67822
2000,7221,0.61988
2000,7222,1.02554
2000,7223,0.790715
2000,7224,0.641956
2000,7225,1.1925
2000,7226,1.37363
2000,7227,1.65266
2000,7228,0.65558
2000,7229,0.67796
2000,7301,0.342807
2000,7302,0.891105
2000,7303,0.4958
2000,7304,0.954751
2000,7305,0.146297
2000,7306,0.215738
2000,7307,0.693699
2000,7308,0.24917
2000,7309,0.133345
2000,7310,-0.149001
2000,7311,-0.854438
2000,7312,0.317847
2000,7313,-0.901244
2000,7314,0.284006
2000,7315,1.17898
2000,7316,0.419329
2000,7317,-0.466766
2000,7318,1.44999
2000,7319,-0.251013
2000,7320,0.764804
2000,7321,-0.0959468
2000,7322,1.00683
2000,7323,-0.644754
2000,7324,0.228907
2000,7325,0.232912
2000,7326,1.00392
2000,7401,-0.333524
2000,7402,-0.894405
2000,7403,-1.12499
2000,7404,-0.529955
2000,7405,0.769534
2000,7406,0.368614
2000,7407,0.347989
2000,7408,-0.145517
2000,7409,0.563088
2000,7410,0.174644
2000,7411,0.811147
2000,7412,1.40149
2000,7413,0.0823335
2000,7414,0.593234
2000,7415,1.01545
2000,7416,1.2496
2000,7417,-0.375102
2000,7418,-0.409205
2000,7419,0.353339
2000,7501,-0.58711
2000,7502,0.848316
2000,7503,0.123039
2000,7504,1.36508
2000,7505,1.89851
2000,7506,1.65832
2000,7507,1.42013
2000,7508,1.34195
2000,7601,-0.570181
2000,7602,-0.565973
2000,7603,0.694056
2000,7604,0.00432273
2000,7605,0.010739
2000,7606,0.166313
2000,7607,0.675407
2000,7608,0.49176
2000,7609,1.17009
2000,7610,0.144326
2000,7611,0.899803
2000,7612,0.398486
2000,7613,0.667288
2000,7614,-0.384156
2000,7615,-0.639119
2000,7616,0.780562
2000,7801,-0.18337
2000,7802,-0.547742
2000,7803,-0.350463
2000,7804,0.529816
2000,7805,0.397854
2000,7806,0.183253
2000,7901,-0.2086
2000,7902,0.173621
2000,7903,-0.326654
2000,7904,0.285055
2000,7905,1.07414
2000,7906,0.741621
2000,7907,0.0960214
2000,8001,-1.27913
2000,8002,-0.575387
2000,8003,-0.195144
2000,8004,-0.725242
2000,8005,1.57069
2000,8006,0.682251
2000,8007,-0.733345
2000,8101,0.887192
2000,8102,0.572392
2000,8103,0.0605193
2000,8104,0.316215
2000,8105,-0.716039
2000,8106,-0.828785
2000,8107,0.112947
2000,8108,1.51799
2000,8109,1.57962
2000,8110,-2.09975
2000,8111,0.798985
2000,8112,0.494041
2000,8113,1.44026
2000,8201,0.171864
2000,8202,1.08021
2000,8203,0.43173
2000,8204,0.384678
2000,8205,0.31696
2000,8206,0.224823
2000,8207,1.68308
2000,8208,1.73381
2000,8209,2.03077
2000,8210,-0.0877492
2000,8211,-0.0613116
2000,8212,-0.010043
2000,8213,-0.0747953
2000,8214,-0.459633
2000,8215,-0.988785
2000,8301,0.494465
2000,8302,0.767613
2000,8303,0.255569
2000,8304,0.229122
2000,8305,0.0636236
2000,8306,-1.14529
2000,8307,0.824174
2000,8308,0.443092
2000,8309,0.196281
2000,8310,0.473991
2000,8311,0.768641
2000,8401,1.63576
2000,8402,0.292045
2000,8403,0.623186
2000,8404,0.285328
2000,8405,1.37117
2000,8406,1.09126
2000,8407,1.41305
2000,8408,1.55709
2000,8409,0.944295
2000,8410,0.453942
2000,8411,1.51281
2000,8412,1.22013
2000,8413,1.42635
2000,8414,1.21007
2000,8415,-0.0644236
2000,8416,1.25563
2000,8417,1.11843
2000,8418,0.203722
2000,8419,1.41835
2000,8420,0.769253
2000,8421,1.88526
2000,8422,1.24822
2000,8423,0.538901
2000,8424,1.34557
2000,8425,0.971899
2000,8426,1.02272
2000,8427,1.58249
2000,8428,1.73868
2000,8429,0.991266
2000,8430,-0.251597
2000,8431,0.748878
2000,8432,0.569452
2000,8433,1.03275
2000,8434,1.02027
2000,8435,0.63328
2000,8436,1.32842
2000,8437,0.446188
2000,8438,0.83342
2000,8439,1.5398
2000,8440,1.0647
2000,8441,1.76926
2000,8442,1.60168
2000,8443,1.89464
2000,8444,1.06137
2000,8445,1.35605
2000,8446,1.37745
2000,8447,1.36787
2000,8448,0.994428
2000,8449,1.37664
2000,8450,0.627973
2000,8451,0.782606
2000,8452,0.31553
2000,8453,-0.172986
2000,8454,1.00904
2000,8455,0.858634
2000,8456,1.7209
2000,8457,2.25801
2000,8458,1.11445
2000,8459,0.989646
2000,8460,1.34799
2000,8461,1.19697
2000,8462,1.35512
2000,8463,1.42456
2000,8464,1.62512
2000,8465,1.4535
2000,8466,1.34453
2000,8467,2.01318
2000,8468,1.17983
2000,8469,-0.853189
2000,8470,-0.398984
2000,8471,0.318029
2000,8472,1.82261
2000,8473,0.268846
2000,8474,1.1747
2000,8475,1.36988
2000,8476,0.283938
2000,8477,1.72067
2000,8478,0.415974
2000,8479,2.47709
2000,8480,0.85774
2000,8481,1.42595
2000,8482,0.882012
2000,8483,1.77251
2000,8484,1.55867
2000,8485,1.9314
2000,8501,0.249989
2000,8502,1.53538
2000,8503,1.05801
2000,8504,0.0931549
2000,8505,0.201022
2000,8506,0.229197
2000,8507,0.0802964
2000,8508,1.05193
2000,8509,0.929028
2000,8510,0.726976
2000,8511,0.808361
2000,8512,1.40622
2000,8513,-1.2171
2000,8514,2.44341
2000,8515,1.7324
2000,8516,0.0923113
2000,8517,0.761476
2000,8518,-0.121563
2000,8519,-0.350718
2000,8520,0.139043
2000,8521,-0.326528
2000,8522,-0.442589
2000,8523,0.547869
2000,8524,1.48656
2000,8525,0.638492
2000,8526,1.33227
2000,8527,-0.73468
2000,8528,0.128793
2000,8529,0.323708
2000,8530,1.20509
2000,8531,0.438119
2000,8532,0.230521
2000,8533,0.285912
2000,8534,-0.0183415
2000,8535,0.723289
2000,8536,0.6448
2000,8537,0.674288
2000,8538,1.32709
2000,8539,0.355443
2000,8540,-0.0783244
2000,8541,-0.29955
2000,8542,0.118608
2000,8543,0.25371
2000,8544,-0.572508
2000,8545,1.00702
2000,8546,0.844641
2000,8547,0.991121
2000,8548,0.420371
2000,8601,1.10461
2000,8602,-0.0724568
2000,8603,1.50683
2000,8604,1.00305
2000,8605,0.712894
2000,8606,0.349468
2000,8607,0.990041
2000,8608,1.02558
2000,8609,-0.152224
2000,8701,1.59267
2000,8702,0.239585
2000,8703,1.14874
2000,8704,0.628141
2000,8705,0.818992
2000,8706,0.685272
2000,8707,1.31312
2000,8708,1.44043
2000,8709,1.06095
2000,8710,0.836437
2000,8711,0.529631
2000,8712,-1.05076
2000,8713,1.19468
2000,8714,0.0210265
2000,8715,-0.08253
2000,8716,0.902541
2000,8801,0.37565
2000,8802,0.113829
2000,8803,1.0212
2000,8804,0.00589413
2000,8805,1.10797
2000,8901,0.48043
2000,8902,-0.28491
2000,8903,0.965394
2000,8904,-0.0828379
2000,8905,-0.137423
2000,8906,0.36814
2000,8907,0.299033
2000,8908,-0.124918
2000,9001,0.669679
2000,9002,0.120643
2000,9003,0.943205
2000,9004,-0.217532
2000,9005,-0.239564
2000,9006,-0.447839
2000,9007,0.172462
2000,9008,0.882734
2000,9009,0.554474
2000,9010,1.88094
2000,9011,0.533264
2000,9012,1.27899
2000,9013,0.340491
2000,9014,1.4219
2000,9015,0.744895
2000,9016,2.80742
2000,9017,1.08888
2000,9018,0.960437
2000,9019,0.292927
2000,9020,1.44644
2000,9021,1.80753
2000,9022,1.90272
2000,9023,1.44097
2000,9024,1.44503
2000,9025,0.872602
2000,9026,1.957
2000,9027,2.45774
2000,9028,0.358312
2000,9029,0.889613
2000,9030,1.51322
2000,9031,2.21139
2000,9032,0.815519
2000,9033,1.20349
2000,9101,0.0232145
2000,9102,-0.0535093
2000,9103,-0.0624955
2000,9104,0.84879
2000,9105,-0.547373
2000,9106,0.543384
2000,9107,-0.0462409
2000,9108,0.557988
2000,9109,0.213641
2000,9110,0.316085
2000,9111,0.159445
2000,9112,-0.414343
2000,9113,-0.359149
2000,9114,0.084231
2000,9201,0.241952
2000,9202,-0.610925
2000,9203,0.941695
2000,9204,0.484764
2000,9205,-0.161365
2000,9206,-1.0913
2000,9207,-0.0567333
2000,9208,-1.26531
2000,9209,0.775829
2000,9301,0.467783
2000,9302,0.423363
2000,9303,0.979649
2000,9304,0.651245
2000,9305,0.725437
2000,9306,0.801109
2000,9307,-0.945012
2000,9401,-0.343996
