"year","hs4","pci"
2000,1521,-1.517612
2000,1520,-0.879114
2000,1518,1.105714
2000,1517,0.149189
2000,1516,-0.166237
2000,1515,0.475618
2000,1514,0.21928
2000,1513,-1.834372
2000,1512,-0.333074
2000,1511,-1.947826
2000,1509,-0.530331
2000,1508,-0.929757
2000,1507,-0.715443
2000,1504,-0.28383
2000,1501,0.909256
2000,1401,-1.061272
2000,1302,-1.244817
2000,1301,-1.841519
2000,1214,-0.636124
2000,1211,-1.865784
2000,1210,-1.587343
2000,1209,-0.963061
2000,1208,-0.690626
2000,1207,-1.57425
2000,1206,-0.440894
2000,1205,0.234295
2000,1204,0.874541
2000,1203,-1.58446
2000,1202,-1.880198
2000,1201,-1.263016
2000,1109,0.143303
2000,1107,0.723969
2000,1105,-0.54173
2000,1104,0.434537
2000,1103,-0.57329
2000,1102,-0.286413
2000,1007,-1.275028
2000,1006,-1.317671
2000,1005,-0.755936
2000,1004,0.149729
2000,1003,0.500844
2000,1002,0.896883
2000,1001,-0.221859
2000,"0908",-1.811249
2000,"0904",-1.527883
2000,"0903",-1.11469
2000,"0902",-1.895634
2000,"0901",-2.749034
2000,"0811",-0.972953
2000,"0810",-1.67353
2000,"0808",-0.515868
2000,"0806",-1.040749
2000,"0805",-1.261154
2000,"0803",-2.479903
2000,"0802",-1.586382
2000,"0713",-1.67413
2000,"0712",-0.916376
2000,"0704",-1.402476
2000,"0702",-0.790897
2000,"0701",-0.544265
2000,"0604",-2.02116
2000,"0601",-1.01738
2000,"0511",-1.345419
2000,"0506",-1.333166
2000,"0503",-0.932845
2000,"0409",-0.95622
2000,"0408",0.244385
2000,"0407",-0.290869
2000,"0406",0.470994
2000,"0405",0.377779
2000,"0404",-0.2775
2000,"0403",0.393455
2000,"0306",-1.934553
2000,"0305",-1.586682
2000,"0304",-1.554069
2000,"0303",-1.528303
2000,"0301",-1.340794
2000,"0210",0.604388
2000,"0209",0.133633
2000,"0208",-0.590584
2000,"0207",0.501564
2000,"0206",-0.192039
2000,"0205",0.321683
2000,"0204",-0.983199
2000,"0203",0.731897
2000,"0201",-0.52967
2000,"0106",-2.038338
2000,"0105",0.60619
2000,"0104",-1.042749
2000,"0103",0.276397
2000,"0102",-0.267385
2000,"0101",0.000779
2001,9706,0.515374
2001,9611,1.296531
2001,9609,0.430932
2001,9606,-0.201022
2001,9605,-0.391525
2001,9603,-0.363204
2001,9602,-0.526723
2001,9507,0.461856
2001,9503,0.581795
2001,9404,0.368268
2001,9403,0.148043
2001,9401,0.173087
2001,9303,0.184629
2001,9301,0.181363
2001,9209,1.515448
2001,9203,0.816012
2001,9201,1.050446
2001,9108,-0.097094
2001,9104,0.531054
2001,9033,1.142891
2001,9032,1.392406
2001,9030,1.497264
2001,9029,1.510222
2001,9028,0.44732
2001,9027,2.2555
2001,9025,1.277584
2001,9022,2.003644
2001,9021,1.516646
2001,9019,1.054638
2001,9018,1.555138
2001,9017,1.961668
2001,9014,0.50013
2001,9009,0.6425
2001,9008,1.831112
2001,9007,-0.64343
2001,9006,0.402131
2001,9005,0.945152
2001,9004,0.835284
2001,9001,1.483163
2001,8908,-1.217728
2001,8906,-0.256739
2001,8904,-0.356366
2001,8902,0.671845
2001,8803,0.60526
2001,8802,-0.751855
2001,8801,0.624915
2001,8716,0.801747
2001,8715,0.484232
2001,8714,0.642173
2001,8712,-0.085498
2001,8711,0.78144
2001,8709,1.579147
2001,8708,1.566952
2001,8707,1.154977
2001,8706,0.68796
2001,8705,-0.494878
2001,8704,0.545481
2001,8703,1.484905
2001,8702,0.227095
2001,8701,1.35288
2001,8607,0.92038
2001,8605,1.253248
2001,8604,0.285949
2001,8603,1.427086
2001,8602,0.578529
2001,8601,0.681264
2001,8546,1.448102
2001,8545,1.084582
2001,8544,-0.016975
2001,8542,1.260652
2001,8541,0.891525
2001,8540,0.245552
2001,8539,1.334859
2001,8538,1.53483
2001,8534,0.430714
2001,8533,1.037542
2001,8528,0.808988
2001,8527,0.202705
2001,8526,1.253466
2001,8525,1.203922
2001,8523,1.606913
2001,8522,1.09547
2001,8520,0.910199
2001,8519,0.427774
2001,8518,0.53726
2001,8517,1.10184
2001,8515,1.891381
2001,8510,0.482926
2001,8509,0.818679
2001,8508,1.311993
2001,8506,0.688015
2001,8504,0.059899
2001,8503,1.416905
2001,8502,0.98103
2001,8485,1.341066
2001,8483,1.573431
2001,8482,1.245626
2001,8481,1.514414
2001,8479,0.439643
2001,8475,2.167954
2001,8474,0.22862
2001,8473,1.651884
2001,8471,0.608418
2001,8470,1.036998
2001,8469,0.233084
2001,8467,1.658962
2001,8466,1.529331
2001,8465,1.248294
2001,8462,1.262013
2001,8458,1.045328
2001,8457,2.065655
2001,8455,1.021482
2001,8454,0.968181
2001,8453,0.158496
2001,8452,0.390481
2001,8451,1.090026
2001,8450,0.850583
2001,8449,1.188025
2001,8448,1.390827
2001,8445,1.29027
2001,8443,2.351321
2001,8442,1.418539
2001,8441,1.086487
2001,8440,1.825722
2001,8439,0.662481
2001,8438,0.139332
2001,8437,0.755361
2001,8435,1.405472
2001,8434,0.531326
2001,8432,0.840076
2001,8431,0.999976
2001,8425,1.327727
2001,8423,1.475378
2001,8422,0.747848
2001,8421,0.193939
2001,8419,0.151092
2001,8418,0.115214
2001,8417,1.727288
2001,8416,1.310958
2001,8415,0.620995
2001,8414,1.333933
2001,8413,0.239563
2001,8411,1.140876
2001,8410,0.919781
2001,8408,1.655314
2001,8407,-1.086628
2001,8406,0.062948
2001,8405,0.379973
2001,8404,-0.102218
2001,8402,0.742023
2001,8401,0.849494
2001,8310,0.612011
2001,8304,0.518205
2001,8301,0.98103
2001,8214,0.228892
2001,8210,-0.099354
2001,8209,1.279762
2001,8206,1.150676
2001,8201,-0.17913
2001,8106,-1.045376
2001,8103,0.175646
2001,8007,0.963771
2001,8006,-0.798889
2001,8002,-0.671256
2001,8001,-0.473429
2001,7905,0.034093
2001,7901,-0.141842
2001,7804,-0.042727
2001,7801,-0.145086
2001,7615,-0.358979
2001,7611,0.021691
2001,7610,0.56421
2001,7604,-0.097214
2001,7601,-0.89527
2001,7507,1.194286
2001,7502,0.039194
2001,7415,1.275134
2001,7413,0.220834
2001,7410,0.245715
2001,7402,-1.264985
2001,7326,0.196335
2001,7325,0.585062
2001,7324,0.328088
2001,7322,0.830221
2001,7320,1.282647
2001,7319,0.681046
2001,7316,1.161021
2001,7315,1.275352
2001,7314,0.505302
2001,7313,-0.962208
2001,7310,-0.007279
2001,7308,0.392822
2001,7307,1.026872
2001,7305,0.37834
2001,7304,0.620614
2001,7303,0.382913
2001,7302,0.925334
2001,7217,-0.0163
2001,7216,0.151528
2001,7215,-0.608445
2001,7213,0.324059
2001,7212,0.49229
2001,7209,0.98544
2001,7208,-0.12301
2001,7207,-0.355108
2001,7206,-0.446573
2001,7205,-0.344992
2001,7204,-0.344693
2001,7202,-0.959127
2001,7201,-0.971812
2001,7118,-0.237837
2001,7115,0.230797
2001,7114,-0.324984
2001,7112,-1.618106
2001,7110,1.009123
2001,7107,-0.383549
2001,7104,-0.032018
2001,7103,-1.597363
2001,7102,-1.206404
2001,7101,-0.673467
2001,7019,-0.058717
2001,7015,0.452982
2001,7014,1.02551
2001,7013,0.505683
2001,7012,-0.572371
2001,7011,0.815903
2001,7010,0.535028
2001,7009,0.965024
2001,7007,0.80349
2001,7005,0.685674
2001,7004,-0.013621
2001,7003,0.448572
2001,7002,0.62437
2001,6913,-0.156939
2001,6912,-0.121888
2001,6911,0.046016
2001,6910,-0.399561
2001,6909,0.339412
2001,6904,-0.435069
2001,6903,1.253302
2001,6814,0.754654
2001,6812,0.236133
2001,6811,-0.080919
2001,6806,1.222759
2001,6805,1.423439
2001,6804,1.339269
2001,6801,-0.79223
2001,6603,0.140911
2001,6504,-0.301285
2001,6502,-0.767747
2001,6406,0.021201
2001,6405,-0.32867
2001,6310,-0.400988
2001,6306,-0.457726
2001,6305,-1.222519
2001,6302,-0.308248
2001,6301,0.667925
2001,6216,-0.677833
2001,6212,-0.341317
2001,6210,-0.680572
2001,6209,-0.673946
2001,6208,-1.550651
2001,6207,-1.239234
2001,6206,-0.839454
2001,6205,-0.984661
2001,6204,-0.929161
2001,6203,-0.621909
2001,6202,-0.591927
2001,6201,-0.630478
2001,6115,-0.594164
2001,6113,-0.362349
2001,6112,-1.015579
2001,6110,-1.033829
2001,6105,-1.143358
2001,6104,-0.867515
2001,6001,-1.000896
2001,5909,1.291304
2001,5905,0.974715
2001,5904,0.278272
2001,5902,0.312898
2001,5803,-0.601073
2001,5801,0.138243
2001,5704,0.117337
2001,5703,-0.418889
2001,5702,-1.044391
2001,5701,-1.631881
2001,5608,-0.851704
2001,5606,0.086468
2001,5603,1.172671
2001,5602,0.619579
2001,5601,0.32395
2001,5516,0.077103
2001,5514,-0.323057
2001,5512,0.31769
2001,5511,-0.736077
2001,5510,0.030864
2001,5509,0.429353
2001,5506,0.136066
2001,5505,0.162906
2001,5503,0.392386
2001,5502,0.880309
2001,5501,-0.046729
2001,5408,0.674023
2001,5310,-1.610484
2001,5309,0.949235
2001,5305,-0.445011
2001,5304,-1.454286
2001,5303,-1.898818
2001,5302,-0.376809
2001,5301,-0.328071
2001,5208,-1.089187
2001,5206,-1.260848
2001,5203,-1.868819
2001,5202,-1.263515
2001,5201,-2.313514
2001,5113,-0.821537
2001,5112,0.614516
2001,5110,-0.350954
2001,5105,-1.048518
2001,5104,-0.479934
2001,5102,-0.574559
2001,5101,-1.463269
2001,5007,-0.264008
2001,5004,-0.290168
2001,5002,-2.00667
2001,5001,-1.131925
2001,4908,0.357542
2001,4905,0.479931
2001,4904,0.238529
2001,4902,0.876825
2001,4822,0.292155
2001,4820,-0.490468
2001,4819,0.207822
2001,4818,0.33473
2001,4817,0.225408
2001,4809,1.199839
2001,4807,0.932194
2001,4805,0.541398
2001,4804,0.326618
2001,4803,0.118099
2001,4802,1.397959
2001,4801,0.11407
2001,4707,-0.24995
2001,4705,-0.153438
2001,4704,0.841001
2001,4703,0.160511
2001,4702,0.258781
2001,4701,0.707723
2001,4601,-1.177876
2001,4503,-0.34582
2001,4502,-0.849129
2001,4418,-0.013736
2001,4417,-0.301182
2001,4416,0.300376
2001,4415,-0.100323
2001,4414,-0.790058
2001,4412,-0.973255
2001,4411,0.065507
2001,4410,0.221215
2001,4408,-0.669024
2001,4407,-0.336908
2001,4406,-1.224752
2001,4405,-1.122452
2001,4402,-1.144284
2001,4304,-0.39967
2001,4302,-0.093349
2001,4301,0.241251
2001,4206,-1.16421
2001,4205,0.084453
2001,4204,-0.962001
2001,4203,-0.675312
2001,4201,0.172434
2001,4111,-0.68361
2001,4110,-1.385741
2001,4108,-0.725743
2001,4106,-1.25965
2001,4105,-1.557946
2001,4104,-1.197856
2001,4103,-2.158677
2001,4102,-1.226167
2001,4101,-1.216748
2001,4016,0.934807
2001,4015,-0.135221
2001,4014,0.485376
2001,4012,-0.011319
2001,4011,0.343441
2001,4010,0.895826
2001,4005,1.1479
2001,4003,-0.212961
2001,4002,0.697651
2001,4001,-2.18579
2001,3923,0.051188
2001,3922,0.518314
2001,3919,1.228639
2001,3918,0.612556
2001,3915,0.291829
2001,3914,1.35827
2001,3913,0.747521
2001,3912,1.170548
2001,3910,2.062116
2001,3909,0.535028
2001,3908,1.420063
2001,3907,1.367144
2001,3906,1.541636
2001,3905,0.721824
2001,3904,-0.076765
2001,3903,0.893594
2001,3902,0.044165
2001,3819,2.087432
2001,3816,0.410679
2001,3811,1.20414
2001,3808,-0.409965
2001,3803,0.210163
2001,3707,1.481258
2001,3706,-0.087349
2001,3705,1.156012
2001,3605,-0.075371
2001,3604,-0.171138
2001,3603,-0.375236
2001,3601,-0.510598
2001,3505,0.539547
2001,3405,0.227966
2001,3404,0.897895
2001,3403,-0.679107
2001,3402,-0.124354
2001,3401,-1.235096
2001,3303,0.100351
2001,3302,0.55049
2001,3301,-0.900458
2001,3215,1.544358
2001,3213,1.110769
2001,3212,0.454942
2001,3206,1.110606
2001,3205,0.542814
2001,3204,1.19385
2001,3202,-0.147193
2001,3201,-0.9901
2001,3105,-0.413172
2001,3104,-0.854508
2001,3103,-0.998288
2001,3102,-0.900007
2001,3101,-0.59178
2001,3005,1.116213
2001,3003,0.744201
2001,3002,1.138045
2001,2941,1.004876
2001,2940,0.799406
2001,2939,0.702605
2001,2937,1.564175
2001,2936,1.038305
2001,2935,1.251723
2001,2933,1.712697
2001,2931,1.546209
2001,2930,1.930472
2001,2926,1.32838
2001,2924,1.506138
2001,2922,0.900835
2001,2921,1.564883
2001,2920,1.773892
2001,2918,1.196844
2001,2917,0.582993
2001,2916,1.139298
2001,2914,1.325876
2001,2909,0.127246
2001,2908,1.408412
2001,2906,0.751768
2001,2904,0.210272
2001,2903,0.62878
2001,2902,0.085106
2001,2901,-0.218155
2001,2847,0.400172
2001,2845,-0.471605
2001,2844,-0.223649
2001,2841,0.168732
2001,2840,-0.217524
2001,2830,-0.495814
2001,2819,-0.273023
2001,2818,-0.79443
2001,2812,0.495393
2001,2810,-0.814089
2001,2805,-0.705071
2001,2716,-0.512597
2001,2715,-0.900747
2001,2712,-0.431656
2001,2711,-2.033565
2001,2709,-2.348413
2001,2708,0.162689
2001,2706,-0.475133
2001,2705,-1.001348
2001,2704,-0.081246
2001,2703,0.316601
2001,2702,-0.880565
2001,2701,-0.844022
2001,2621,-0.182707
2001,2620,-0.702796
2001,2616,-1.170362
2001,2612,-0.916917
2001,2609,-1.839855
2001,2608,-0.620292
2001,2607,-0.617717
2001,2606,-1.103832
2001,2605,-1.939487
2001,2604,-1.189091
2001,2603,-1.637216
2001,2602,-1.637325
2001,2601,-0.985614
2001,2524,-1.554516
2001,2523,-1.162196
2001,2522,-0.520706
2001,2520,-0.789666
2001,2517,-0.029437
2001,2516,-1.240486
2001,2513,-0.493787
2001,2510,-1.241847
2001,2509,-0.893381
2001,2506,-1.081021
2001,2505,-0.481041
2001,2504,-0.385504
2001,2503,-0.841708
2001,2502,-1.18626
2001,2501,-1.133831
2001,2403,-0.420609
2001,2402,-1.550324
2001,2401,-2.02186
2001,2306,-1.343112
2001,2302,-1.709354
2001,2301,-1.281264
2001,2208,-0.414942
2001,2206,0.086304
2001,2205,-0.611347
2001,2203,0.004269
2001,2202,-0.08803
2001,2101,-0.469717
2001,2009,-0.887958
2001,2008,-1.101491
2001,2007,-0.480048
2001,2006,-0.741195
2001,2005,-0.506733
2001,2004,-0.926493
2001,2001,-0.819185
2001,1905,-0.220387
2001,1902,-1.144883
2001,1901,-0.007627
2001,1806,0.154631
2001,1805,-0.439926
2001,1803,-1.461636
2001,1802,-0.489058
2001,1801,-2.63827
2001,1704,-0.614668
2001,1703,-1.486408
2001,1702,-0.530763
2001,1701,-2.202504
2001,1605,-1.130945
2001,1604,-1.0918
2001,1603,-0.359828
2001,1602,-0.083957
2001,1601,0.227749
2001,1522,-0.611085
2001,1521,-1.773053
2001,1520,-0.822887
2001,1518,0.001666
2001,1517,-0.541046
2001,1516,-0.934649
2001,1515,-0.931519
2001,1514,0.230199
