"year","country","eci"
2005,"MDA",-0.0088689
2005,"MDG",-0.7921381
2005,"MEX",1.167005
2005,"MKD",-0.1794697
2005,"MLI",-1.215198
2005,"MNG",-0.8020372
2005,"MOZ",-1.235378
2005,"MRT",-1.389386
2005,"MUS",-0.2243669
2005,"MWI",-1.301137
2005,"MYS",0.9058042
2005,"NAM",-0.4264747
2005,"NGA",-2.369655
2005,"NIC",-0.7235072
2005,"NLD",1.05175
2005,"NOR",0.7864431
2005,"NZL",0.2742111
2005,"OMN",-0.2638428
2005,"PAK",-0.6783188
2005,"PAN",0.4538803
2005,"PER",-0.5667886
2005,"PHL",0.0800698
2005,"PNG",-1.789666
2005,"POL",0.9668652
2005,"PRT",0.5922063
2005,"PRY",-0.6774755
2005,"QAT",-0.6579886
2005,"ROU",0.6585582
2005,"RUS",0.6223955
2005,"SAU",0.074287
2005,"SDN",-1.456049
2005,"SEN",-0.3046238
2005,"SGP",1.632342
2005,"SLV",-0.1032187
2005,"SVK",1.306958
2005,"SVN",1.626419
2005,"SWE",2.028707
2005,"SYR",-0.6715521
2005,"THA",0.6260298
2005,"TJK",-0.7199733
2005,"TKM",-1.18789
2005,"TTO",-0.1331469
2005,"TUN",-0.0138399
2005,"TUR",0.2616515
2005,"TZA",-1.25114
2005,"UGA",-0.8054004
2005,"UKR",0.5739443
2005,"URY",-0.0374541
2005,"USA",1.586059
2005,"UZB",-0.6958179
2005,"VEN",-0.0050171
2005,"VNM",-0.4727674
2005,"YEM",-1.144218
2005,"ZAF",0.1278032
2005,"ZMB",-0.9800799
2005,"ZWE",-0.7045223
2004,"AGO",-0.952397
2004,"ALB",-0.3204044
2004,"ARE",-0.399928
2004,"ARG",-0.1567991
2004,"AUS",-0.3384255
2004,"AUT",1.893467
2004,"AZE",-0.9247379
2004,"BEL",1.099134
2004,"BGD",-1.053154
2004,"BGR",0.3820561
2004,"BIH",0.6785054
2004,"BLR",1.050241
2004,"BOL",-0.8345121
2004,"BRA",0.3082952
2004,"BWA",-0.8145131
2004,"CAN",0.7053612
2004,"CHE",2.242444
2004,"CHL",-0.274654
2004,"CHN",0.703504
2004,"CIV",-0.855796
2004,"CMR",-1.412472
2004,"COG",-1.458152
2004,"COL",-0.0146475
2004,"CRI",0.2091442
2004,"CUB",-0.2217854
2004,"CZE",1.582039
2004,"DEU",2.247564
2004,"DNK",1.2425
2004,"DOM",-0.3094813
2004,"DZA",-1.233867
2004,"ECU",-0.9721549
2004,"EGY",-0.5184756
2004,"ESP",0.9283006
2004,"EST",0.7091763
2004,"ETH",-1.42733
2004,"FIN",1.978201
2004,"FRA",1.376227
2004,"GAB",-0.7839426
2004,"GBR",1.739159
2004,"GEO",0.0098037
2004,"GHA",-0.898133
2004,"GIN",-0.8916876
2004,"GRC",0.2053793
2004,"GTM",-0.0181473
2004,"HKG",0.9647343
2004,"HND",-0.4158107
2004,"HRV",0.8352636
2004,"HUN",1.31609
2004,"IDN",-0.0799561
2004,"IND",0.1060576
2004,"IRL",1.41759
2004,"IRN",-1.014201
2004,"ISR",1.226436
2004,"ITA",1.446705
2004,"JAM",-0.3033371
2004,"JOR",0.1144105
2004,"JPN",2.718822
2004,"KAZ",-0.5237865
2004,"KEN",-0.4507485
2004,"KGZ",-0.5123013
2004,"KHM",-0.8538885
2004,"KOR",1.63294
2004,"KWT",-0.1174138
2004,"LAO",-1.037091
2004,"LBN",0.1026943
2004,"LBR",-0.2513219
2004,"LBY",-1.252842
2004,"LKA",-0.4871019
